,employeenumber,attrition,businesstravel,jobrole,department,joblevel,overtime,remotework,distancefromhome,numcompaniesworked,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,stockoptionlevel
985,986,no,travel rarely, laboratory technician , research & development ,1,no,no,10,1,4,3,1,2,1
986,987,yes,non travel, sales executive ,unknown,2,no,yes,29,8,6,2,2,2,0
987,988,no,non travel, sales representative , sales ,1,no,no,8,0,2,2,2,2,0
988,989,yes,non travel, research scientist ,unknown,1,no,yes,2,6,2,3,1,2,1
989,990,no,travel frequently, research scientist ,unknown,1,no,no,3,3,2,2,2,2,1
990,991,no,non travel, research director ,unknown,5,no,yes,47,9,0,2,2,2,2
991,992,yes,non travel, sales representative ,unknown,1,yes,yes,9,1,3,2,0,2,0
992,993,no,non travel, manufacturing director ,unknown,2,no,no,20,0,1,6,0,2,1
993,994,no,non travel, laboratory technician ,unknown,1,no,no,8,1,4,3,1,2,3
994,995,no,non travel, manufacturing director ,unknown,3,no,yes,2,3,4,3,1,2,1
995,996,no,travel rarely, healthcare representative ,unknown,3,no,yes,5,4,2,3,1,2,1
996,997,no,non travel, laboratory technician ,unknown,1,no,yes,15,1,5,4,2,2,1
997,998,no,non travel, healthcare representative ,unknown,2,no,yes,3,0,1,6,0,4,0
998,999,yes,non travel, research scientist ,unknown,1,yes,no,25,4,0,2,2,2,0
999,1000,no,non travel, sales executive ,unknown,2,no,no,7,0,3,3,0,2,1
1000,1001,no,non travel, research scientist ,unknown,1,yes,yes,1,1,6,2,2,2,0
1001,1002,no,travel frequently, sales representative ,unknown,1,no,yes,20,0,4,2,2,2,1
1002,1003,no,non travel, sales executive ,unknown,2,no,yes,11,1,3,5,0,2,1
1003,1004,no,non travel, manufacturing director ,unknown,2,no,yes,2,2,3,3,0,2,0
1004,1005,yes,non travel, sales executive ,unknown,2,no,no,9,0,3,5,0,3,0
1005,1006,yes,non travel, laboratory technician , research & development ,1,no,yes,15,1,5,2,2,2,1
1006,1007,no,travel rarely, healthcare representative ,unknown,2,no,yes,25,7,2,6,1,3,2
1007,1008,no,travel rarely, research scientist ,unknown,1,no,yes,6,1,0,4,2,2,1
1008,1009,no,travel frequently, laboratory technician ,unknown,1,no,yes,4,1,2,2,2,2,1
1009,1010,no,non travel, manager ,unknown,5,no,yes,4,4,2,5,4,2,1
1010,1011,no,non travel, research scientist , research & development ,1,yes,yes,7,4,2,3,0,2,1
1011,1012,no,travel rarely, laboratory technician ,unknown,1,no,yes,3,1,2,2,1,2,0
1012,1013,no,travel frequently, manager ,unknown,4,no,yes,2,2,3,2,2,2,1
1013,1014,no,non travel, research director ,unknown,5,no,yes,15,5,2,4,0,3,1
1014,1015,no,non travel, laboratory technician ,unknown,1,no,yes,13,1,2,2,2,2,1
1015,1016,no,non travel, sales executive ,unknown,3,no,no,8,4,6,13,4,12,1
1016,1017,no,non travel, research scientist ,unknown,1,no,yes,1,1,5,3,1,2,3
1017,1018,yes,travel frequently, laboratory technician ,unknown,1,no,yes,10,1,2,2,2,2,0
1018,1019,no,travel rarely, sales executive ,unknown,2,no,yes,2,0,3,3,0,2,0
1019,1020,no,non travel, laboratory technician ,unknown,1,yes,no,1,0,2,4,0,2,0
1020,1021,no,travel rarely, research scientist ,unknown,1,yes,no,6,0,3,3,2,2,0
1021,1022,no,travel frequently, laboratory technician ,unknown,1,no,no,2,1,2,2,2,2,1
1022,1023,no,travel rarely, research scientist ,unknown,1,no,no,1,2,2,3,1,2,0
1023,1024,no,non travel, research scientist , research & development ,1,no,no,1,1,3,2,2,1,0
1024,1025,no,non travel, research scientist ,unknown,1,no,yes,23,1,3,2,2,2,2
1025,1026,yes,non travel, research scientist ,unknown,1,no,no,23,0,2,5,0,3,0
1026,1027,no,travel rarely, laboratory technician ,unknown,2,no,yes,6,0,6,9,6,7,1
1027,1028,no,non travel, research director ,unknown,4,no,yes,46,4,2,3,1,2,0
1028,1029,no,non travel, sales executive ,unknown,2,no,yes,10,1,4,19,11,9,0
1029,1030,yes,non travel, sales representative ,unknown,1,yes,no,1,1,2,3,2,2,0
1030,1031,yes,non travel, laboratory technician ,unknown,1,no,yes,3,4,4,3,1,2,0
1031,1032,no,non travel, research scientist , research & development ,1,no,yes,16,9,0,4,0,0,1
1032,1033,no,travel rarely, laboratory technician , research & development ,1,no,no,19,3,6,3,1,2,3
1033,1034,no,travel rarely, laboratory technician ,unknown,1,no,yes,1,3,3,4,0,3,1
1034,1035,no,travel rarely, manufacturing director ,unknown,4,no,yes,11,3,1,5,0,3,0
1035,1036,no,travel frequently, sales executive ,unknown,2,no,no,2,3,3,6,0,0,0
1036,1037,yes,non travel, sales executive ,unknown,2,no,yes,18,0,0,4,3,2,1
1037,1038,no,non travel, research scientist ,unknown,1,no,yes,7,1,2,4,0,3,3
1038,1039,yes,non travel, manufacturing director ,unknown,2,no,yes,22,1,3,10,6,7,2
1039,1040,no,non travel, sales executive ,unknown,3,no,yes,2,2,5,4,3,2,0
1040,1041,no,non travel, research scientist ,unknown,2,no,no,22,3,4,6,3,3,2
1041,1042,no,non travel, sales executive ,unknown,2,yes,yes,2,0,3,3,1,2,3
1042,1043,no,travel rarely, sales executive ,unknown,2,no,no,18,2,3,3,1,2,0
1043,1044,no,non travel, sales executive ,unknown,2,yes,yes,10,1,3,6,4,4,0
1044,1045,yes,travel rarely, research scientist ,unknown,1,yes,yes,22,1,2,8,7,7,0
1045,1046,no,non travel, laboratory technician ,unknown,1,no,yes,11,4,6,3,0,2,0
1046,1047,no,travel frequently, manufacturing director ,unknown,3,no,yes,18,2,2,2,2,2,0
1047,1048,no,non travel, laboratory technician ,unknown,1,no,yes,1,4,2,3,0,2,1
1048,1049,no,non travel, sales executive ,unknown,2,no,yes,7,7,3,3,0,2,2
1049,1050,no,non travel, research director , research & development ,4,no,yes,8,3,3,3,1,0,0
1050,1051,no,non travel, sales executive ,unknown,2,no,no,16,4,3,3,0,2,2
1051,1052,yes,travel rarely, sales representative ,unknown,1,no,yes,9,3,2,3,2,2,0
1052,1053,no,non travel, research scientist ,unknown,1,no,yes,1,2,3,3,1,0,1
1053,1054,no,non travel, research scientist ,unknown,1,no,yes,5,2,5,4,0,3,0
1054,1055,no,travel rarely, human resources ,unknown,1,no,yes,8,9,3,3,0,2,0
1055,1056,yes,travel frequently, laboratory technician , research & development ,1,no,yes,2,6,2,2,2,2,1
1056,1057,no,non travel, sales executive , sales ,2,no,no,7,4,3,2,2,2,3
1057,1058,yes,non travel, human resources ,unknown,1,no,no,9,1,0,2,2,2,0
1058,1059,no,non travel, laboratory technician ,unknown,1,no,no,5,3,5,5,0,3,0
1059,1060,no,travel rarely, healthcare representative , research & development ,2,no,yes,5,2,0,3,1,2,1
1060,1061,no,non travel, research scientist ,unknown,1,no,no,20,1,3,5,1,3,0
1061,1062,yes,non travel, sales representative ,unknown,1,no,no,1,3,3,3,1,2,1
1062,1063,no,travel frequently, manufacturing director , research & development ,3,no,yes,2,5,2,2,2,2,0
1063,1064,no,travel rarely, healthcare representative ,unknown,2,no,yes,4,0,2,3,1,2,0
1064,1065,no,travel frequently, sales executive ,unknown,2,no,yes,7,0,5,4,1,3,0
1065,1066,no,travel rarely, laboratory technician ,unknown,2,no,yes,45,4,3,3,1,2,1
1066,1067,no,travel frequently, laboratory technician ,unknown,1,no,no,2,0,3,3,0,2,3
1067,1068,no,non travel, manager ,unknown,3,no,yes,10,2,5,5,0,0,0
1068,1069,yes,travel frequently, research scientist ,unknown,1,no,yes,3,1,2,7,7,7,0
1069,1070,no,non travel, healthcare representative ,unknown,2,no,no,43,3,2,2,2,2,0
1070,1071,no,travel rarely, sales representative ,unknown,1,yes,no,2,3,3,3,1,2,0
1071,1072,no,non travel, sales executive ,unknown,2,no,no,8,2,6,2,2,2,1
1072,1073,no,non travel, sales executive , sales ,3,no,yes,14,3,3,4,1,3,1
1073,1074,yes,travel rarely, manufacturing director ,unknown,2,no,no,2,4,2,5,1,4,2
1074,1075,no,travel rarely, research scientist , research & development ,1,no,yes,15,8,3,8,7,6,1
1075,1076,no,non travel, research scientist , research & development ,2,no,yes,1,9,3,2,2,1,1
1076,1077,no,travel rarely, sales executive ,unknown,2,no,no,16,2,5,3,1,2,0
1077,1078,no,travel rarely, healthcare representative ,unknown,2,yes,yes,10,3,4,5,0,4,0
1078,1079,no,non travel, research scientist ,unknown,1,no,yes,10,2,2,2,2,2,1
1079,1080,no,non travel, laboratory technician ,unknown,2,yes,no,6,3,3,3,0,2,1
1080,1081,no,travel frequently, healthcare representative ,unknown,2,no,no,36,1,3,8,7,7,1
1081,1082,no,non travel, research scientist ,unknown,1,no,yes,26,1,2,4,1,3,0
1082,1083,no,non travel, research scientist ,unknown,1,no,yes,5,3,3,3,0,2,2
1083,1084,no,travel frequently, sales executive ,unknown,2,no,no,2,7,3,5,0,3,0
1084,1085,no,travel rarely, manufacturing director ,unknown,2,yes,yes,12,9,2,3,1,1,2
1085,1086,no,non travel, research scientist ,unknown,1,no,no,19,1,2,2,2,2,0
1086,1087,no,non travel, manager ,unknown,5,no,no,26,3,2,5,1,0,1
1087,1088,no,non travel, manufacturing director ,unknown,2,no,yes,4,0,2,9,3,8,0
1088,1089,no,non travel, manufacturing director ,unknown,3,no,yes,16,6,2,4,3,3,0
1089,1090,no,travel frequently, manager ,unknown,4,no,yes,4,2,3,2,2,2,1
1090,1091,yes,non travel, sales executive ,unknown,2,yes,no,10,6,2,2,2,2,2
1091,1092,no,travel rarely, research scientist , research & development ,1,no,no,8,7,0,3,0,2,0
1092,1093,no,non travel, research scientist ,unknown,1,no,yes,2,2,0,4,1,2,0
1093,1094,yes,travel rarely, laboratory technician ,unknown,1,yes,yes,7,3,3,4,0,3,0
1094,1095,no,non travel, sales executive ,unknown,2,no,yes,10,9,2,5,1,4,0
1095,1096,no,non travel, healthcare representative ,unknown,3,no,yes,5,4,6,3,0,2,2
1096,1097,no,travel rarely, research director ,unknown,4,no,yes,22,3,2,4,1,2,2
1097,1098,no,travel rarely, sales representative ,unknown,1,no,yes,13,1,3,2,2,2,0
1098,1099,no,non travel, manufacturing director , research & development ,2,no,yes,1,0,6,3,1,2,0
1099,1100,no,travel rarely, sales executive ,unknown,2,no,yes,2,1,5,6,0,4,2
1100,1101,no,non travel, laboratory technician ,unknown,1,no,yes,16,4,2,2,2,2,1
1101,1102,no,travel rarely, manager ,unknown,4,no,yes,2,6,2,3,1,2,3
1102,1103,no,travel rarely, sales representative ,unknown,1,no,yes,9,1,3,2,0,2,0
1103,1104,no,travel rarely, healthcare representative ,unknown,2,no,no,26,6,2,3,0,2,2
1104,1105,no,travel rarely, human resources , human resources ,1,yes,no,1,4,2,2,2,2,3
1105,1106,no,non travel, research scientist ,unknown,1,no,yes,12,5,1,4,1,2,1
1106,1107,yes,non travel, sales representative ,unknown,1,yes,no,7,1,2,3,0,2,1
1107,1108,no,non travel, laboratory technician ,unknown,1,no,yes,17,1,3,3,0,2,3
1108,1109,no,travel frequently, research scientist ,unknown,1,no,yes,10,6,3,5,1,3,1
1109,1110,no,non travel, laboratory technician ,unknown,1,no,no,2,1,2,5,0,3,1
1110,1111,no,non travel, human resources , human resources ,2,no,no,4,6,4,3,1,2,1
1111,1112,no,travel rarely, laboratory technician ,unknown,1,no,yes,29,1,2,6,1,2,3
1112,1113,yes,non travel, sales executive ,unknown,2,yes,yes,13,5,3,2,2,2,3
1113,1114,no,non travel, laboratory technician ,unknown,1,no,no,4,1,3,3,1,2,0
1114,1115,no,non travel, human resources ,unknown,1,no,no,35,0,2,2,2,1,1
1115,1116,yes,travel frequently, human resources ,unknown,1,no,no,42,6,0,4,1,2,1
1116,1117,no,non travel, sales executive ,unknown,2,no,yes,5,1,3,5,0,2,1
1117,1118,no,non travel, research scientist ,unknown,1,no,no,48,1,5,6,1,4,0
1118,1119,yes,travel rarely, sales representative ,unknown,1,no,yes,9,1,3,2,2,2,0
1119,1120,no,non travel, healthcare representative ,unknown,2,yes,no,1,8,5,3,0,2,0
1120,1121,no,non travel, manufacturing director ,unknown,4,yes,yes,31,4,2,3,0,2,3
1121,1122,no,travel rarely, sales executive ,unknown,2,no,yes,3,5,3,2,2,2,0
1122,1123,no,travel rarely, manager ,unknown,3,no,yes,3,2,2,2,2,2,0
1123,1124,no,travel rarely, sales executive , sales ,2,no,no,9,1,2,5,0,3,2
1124,1125,no,non travel, sales executive ,unknown,2,no,no,26,8,3,2,2,2,0
1125,1126,no,non travel, research scientist , research & development ,1,no,yes,9,4,2,3,1,2,0
1126,1127,no,travel rarely, healthcare representative ,unknown,2,no,no,35,3,3,3,1,2,0
1127,1128,no,non travel, sales executive ,unknown,3,no,no,7,2,3,3,2,2,2
1128,1129,no,travel rarely, research scientist ,unknown,1,no,no,1,1,3,3,1,2,1
1129,1130,no,non travel, sales representative , sales ,2,yes,yes,2,2,4,4,0,3,2
1130,1131,no,travel frequently, research director , research & development ,4,no,yes,15,2,3,2,2,2,0
1131,1132,yes,travel rarely, human resources ,unknown,1,no,no,13,4,3,2,2,0,3
1132,1133,no,travel rarely, laboratory technician ,unknown,1,no,no,9,4,2,2,2,0,0
1133,1134,no,non travel, human resources ,unknown,1,no,yes,1,1,2,3,2,2,1
1134,1135,yes,travel rarely, sales executive , sales ,2,yes,yes,2,7,3,2,2,2,0
1135,1136,no,travel rarely, research scientist ,unknown,2,no,yes,19,8,2,2,2,2,3
1136,1137,no,travel rarely, research scientist ,unknown,1,no,no,2,8,2,5,0,4,1
1137,1138,no,non travel, laboratory technician ,unknown,1,no,yes,7,3,2,3,1,2,0
1138,1139,no,non travel, manufacturing director ,unknown,2,no,no,16,0,2,3,0,2,0
1139,1140,yes,non travel, research scientist ,unknown,1,no,yes,16,1,2,5,3,0,1
1140,1141,yes,travel rarely, laboratory technician ,unknown,1,no,yes,24,1,3,4,1,0,0
1141,1142,no,non travel, sales executive ,unknown,2,no,yes,17,2,1,4,1,3,2
1142,1143,no,non travel, sales executive ,unknown,2,yes,no,10,2,2,5,1,4,1
1143,1144,no,non travel, sales executive ,unknown,2,yes,yes,3,3,3,4,0,1,0
1144,1145,no,travel rarely, laboratory technician ,unknown,1,no,no,4,8,0,2,2,2,1
1145,1146,no,travel frequently, healthcare representative ,unknown,2,no,yes,1,4,3,4,0,3,0
1146,1147,no,non travel, sales executive ,unknown,2,no,no,21,6,1,3,1,2,1
1147,1148,no,travel rarely, research scientist ,unknown,1,no,no,9,2,0,5,0,3,2
1148,1149,no,non travel, research scientist ,unknown,1,no,yes,3,1,3,4,2,3,1
1149,1150,yes,non travel, sales executive ,unknown,3,yes,yes,24,6,2,2,2,2,0
1150,1151,no,travel frequently, human resources , human resources ,1,yes,no,1,0,2,6,1,2,1
1151,1152,no,non travel, manufacturing director ,unknown,2,yes,no,10,6,3,5,1,4,0
1152,1153,no,non travel, laboratory technician ,unknown,1,no,yes,12,1,6,5,1,4,0
1153,1154,no,non travel, laboratory technician ,unknown,1,no,yes,2,6,2,2,0,2,1
1154,1155,no,non travel, sales representative ,unknown,1,no,yes,2,0,1,2,1,2,1
1155,1156,no,travel rarely, laboratory technician ,unknown,1,yes,yes,11,7,3,2,2,2,1
1156,1157,no,non travel, research scientist , research & development ,1,no,yes,1,0,2,3,1,2,0
1157,1158,no,travel rarely, laboratory technician ,unknown,1,no,no,29,1,3,6,4,1,0
1158,1159,no,non travel, sales representative ,unknown,1,no,yes,36,0,2,2,2,2,1
1159,1160,no,travel rarely, sales representative , sales ,1,no,yes,5,1,6,2,1,2,0
1160,1161,no,non travel, manufacturing director ,unknown,2,no,yes,13,7,3,4,0,2,3
1161,1162,yes,travel rarely, research scientist ,unknown,1,no,yes,38,9,3,2,2,2,3
1162,1163,no,travel rarely, research scientist ,unknown,1,no,yes,2,1,4,4,1,2,0
1163,1164,no,travel rarely, research scientist ,unknown,1,no,yes,2,2,2,2,2,2,0
1164,1165,no,travel frequently, healthcare representative ,unknown,2,no,no,18,1,2,10,0,2,2
1165,1166,yes,travel rarely, sales executive , sales ,3,no,yes,40,4,3,3,2,0,1
1166,1167,no,non travel, sales representative ,unknown,1,no,yes,5,0,2,4,0,0,0
1167,1168,no,travel frequently, laboratory technician ,unknown,2,no,no,23,4,3,5,0,3,1
1168,1169,no,travel rarely, manufacturing director ,unknown,2,yes,no,4,1,0,6,0,3,1
1169,1170,no,non travel, laboratory technician ,unknown,1,no,no,2,4,3,1,0,0,0
1170,1171,no,non travel, research scientist ,unknown,1,yes,yes,5,9,3,1,0,0,1
1171,1172,no,non travel, research scientist , research & development ,1,no,yes,1,1,4,1,1,0,0
1172,1173,no,travel rarely, laboratory technician , research & development ,1,no,yes,2,0,2,2,2,1,1
1173,1174,no,non travel, research scientist ,unknown,1,no,yes,3,1,2,1,0,1,1
1174,1175,no,travel rarely, research scientist ,unknown,1,no,yes,2,0,2,3,0,2,0
1175,1176,no,travel frequently, laboratory technician ,unknown,1,no,yes,18,1,2,8,1,7,0
1176,1177,no,non travel, research scientist ,unknown,1,no,yes,18,2,2,3,0,2,1
1177,1178,no,non travel, laboratory technician ,unknown,1,no,yes,7,1,3,5,0,3,0
1178,1179,no,travel rarely, manufacturing director ,unknown,2,no,yes,35,5,3,4,1,2,1
1179,1180,no,non travel, healthcare representative ,unknown,4,yes,yes,45,7,2,7,0,7,0
1180,1181,no,non travel, healthcare representative ,unknown,2,no,yes,9,9,5,1,0,0,0
1181,1182,no,non travel, research scientist ,unknown,1,no,no,11,1,1,2,1,2,1
1182,1183,no,non travel, research director ,unknown,4,no,no,1,4,2,6,0,5,1
1183,1184,yes,non travel, sales executive , sales ,2,no,no,13,2,2,3,1,2,0
1184,1185,yes,non travel, sales executive ,unknown,2,no,yes,26,2,4,1,0,0,2
1185,1186,no,non travel, research director ,unknown,4,no,yes,7,3,3,5,1,3,0
1186,1187,no,travel rarely, healthcare representative ,unknown,2,no,yes,8,3,2,5,4,3,0
1187,1188,no,non travel, research director ,unknown,4,no,no,14,6,3,4,1,0,1
1188,1189,no,travel rarely, human resources ,unknown,1,no,yes,8,1,6,5,0,4,1
1189,1190,no,travel frequently, research scientist , research & development ,1,no,yes,2,5,2,2,2,2,0
1190,1191,no,travel rarely, research scientist ,unknown,1,no,yes,4,1,2,1,0,0,0
1191,1192,no,non travel, research scientist ,unknown,1,yes,yes,9,8,2,1,0,0,1
1192,1193,yes,non travel, sales executive ,unknown,3,no,yes,1,5,2,14,11,7,0
1193,1194,no,travel frequently, sales representative ,unknown,1,no,no,18,1,5,3,0,2,1
1194,1195,no,non travel, research scientist , research & development ,1,no,no,10,0,0,2,0,2,1
1195,1196,no,non travel, sales executive ,unknown,2,no,yes,46,0,2,15,0,9,1
1196,1197,no,travel rarely, sales representative ,unknown,1,yes,no,10,1,2,1,0,0,1
1197,1198,no,travel rarely, research director ,unknown,5,no,no,12,2,2,8,7,7,1
1198,1199,yes,non travel, laboratory technician ,unknown,1,no,no,21,1,0,1,0,0,1
1199,1200,no,travel frequently, research scientist , research & development ,1,yes,no,6,1,2,3,0,2,1
1200,1201,yes,non travel, laboratory technician ,unknown,1,no,yes,12,1,4,1,0,0,0
1201,1202,no,non travel, research scientist ,unknown,2,yes,yes,29,3,3,1,0,0,1
1202,1203,no,travel rarely, research scientist ,unknown,1,no,no,47,1,4,1,0,0,0
1203,1204,no,travel rarely, sales representative ,unknown,1,no,yes,21,1,2,2,2,2,0
1204,1205,no,non travel, sales executive ,unknown,2,no,no,10,7,2,5,1,3,1
1205,1206,yes,non travel, research scientist ,unknown,1,no,yes,10,1,2,1,0,0,0
1206,1207,no,non travel, sales executive ,unknown,2,no,no,3,5,2,6,0,5,0
1207,1208,no,travel rarely, manager , research & development ,3,yes,no,17,1,2,9,0,8,2
1208,1209,no,travel rarely, manufacturing director ,unknown,3,yes,yes,29,4,4,3,1,2,2
1209,1210,no,travel rarely, research scientist ,unknown,1,no,no,2,2,3,3,1,2,1
1210,1211,no,non travel, sales executive ,unknown,2,no,no,42,8,2,2,2,2,2
1211,1212,no,non travel, laboratory technician , research & development ,1,no,no,24,0,3,1,0,0,3
1212,1213,no,non travel, research scientist ,unknown,2,no,yes,5,3,2,7,2,5,1
1213,1214,yes,travel rarely, laboratory technician ,unknown,1,no,no,24,1,3,1,0,0,3
1214,1215,no,non travel, sales executive , sales ,2,no,yes,11,3,1,5,0,4,0
1215,1216,no,travel frequently, laboratory technician , research & development ,1,no,no,2,4,4,6,0,5,1
1216,1217,no,travel rarely, research director ,unknown,5,no,yes,2,7,3,2,2,2,1
1217,1218,yes,travel frequently, laboratory technician ,unknown,2,no,no,9,4,3,7,0,7,1
1218,1219,no,non travel, sales executive ,unknown,2,no,no,20,2,6,2,2,2,1
1219,1220,yes,travel rarely, human resources , human resources ,1,yes,yes,20,0,3,5,1,4,0
1220,1221,no,travel rarely, research scientist ,unknown,2,no,no,7,4,2,7,1,7,1
1221,1222,no,travel frequently, human resources ,unknown,2,no,yes,2,1,2,10,0,8,0
1222,1223,yes,travel frequently, research scientist , research & development ,1,yes,no,5,3,2,4,0,3,0
1223,1224,no,non travel, healthcare representative ,unknown,2,no,yes,15,5,6,5,1,2,1
1224,1225,yes,non travel, laboratory technician , research & development ,1,no,yes,17,5,2,4,0,3,1
1225,1226,no,non travel, laboratory technician ,unknown,1,no,no,1,1,2,1,0,0,3
1226,1227,yes,travel rarely, laboratory technician ,unknown,1,yes,yes,2,6,3,0,0,0,0
1227,1228,no,travel rarely, laboratory technician ,unknown,1,no,yes,3,4,3,1,0,0,3
1228,1229,no,travel rarely, laboratory technician ,unknown,1,no,yes,24,1,2,1,0,0,1
1229,1230,no,non travel, laboratory technician ,unknown,1,yes,no,16,1,2,1,0,0,2
1230,1231,no,travel rarely, research scientist ,unknown,1,no,yes,15,1,6,0,0,0,0
1231,1232,no,travel rarely, laboratory technician ,unknown,1,no,no,9,1,5,10,1,8,0
1232,1233,yes,travel rarely, sales representative ,unknown,2,no,yes,18,3,6,1,0,0,1
1233,1234,yes,travel rarely, research scientist ,unknown,1,yes,no,1,2,2,2,2,0,1
1234,1235,no,non travel, laboratory technician , research & development ,1,no,yes,4,1,3,1,0,0,1
1235,1236,no,non travel, laboratory technician ,unknown,1,no,no,2,1,6,1,0,0,1
1236,1237,yes,non travel, laboratory technician ,unknown,1,no,no,25,1,2,1,0,1,0
1237,1238,no,non travel, research scientist , research & development ,1,no,no,24,4,1,1,0,0,0
1238,1239,no,non travel, laboratory technician ,unknown,1,no,yes,46,1,2,1,0,1,0
1239,1240,yes,non travel, laboratory technician ,unknown,3,no,no,1,9,2,1,0,0,0
1240,1241,no,non travel, healthcare representative ,unknown,3,yes,yes,11,2,3,4,2,3,1
1241,1242,no,travel rarely, manager ,unknown,4,yes,yes,8,2,2,5,0,2,3
1242,1243,no,non travel, research scientist ,unknown,3,no,yes,7,2,2,1,0,0,1
1243,1244,yes,non travel, research scientist ,unknown,1,no,yes,9,0,0,1,0,0,1
1244,1245,no,travel rarely, laboratory technician , research & development ,1,no,yes,6,3,3,1,0,0,0
1245,1246,no,travel rarely, research director , research & development ,3,yes,no,6,4,3,0,0,0,0
1246,1247,no,non travel, sales executive ,unknown,3,no,yes,1,3,4,1,1,0,1
1247,1248,no,non travel, sales representative ,unknown,1,no,no,2,3,3,0,0,0,1
1248,1249,no,travel rarely, research scientist ,unknown,1,no,yes,1,1,2,1,0,0,0
1249,1250,yes,non travel, laboratory technician , research & development ,1,yes,no,6,1,5,1,1,0,0
1250,1251,no,non travel, healthcare representative ,unknown,2,no,no,2,5,2,1,0,0,1
1251,1252,no,non travel, laboratory technician , research & development ,1,no,no,15,1,5,0,0,0,0
1252,1253,no,non travel, research scientist ,unknown,2,no,yes,24,6,3,1,0,0,1
1253,1254,no,non travel, laboratory technician ,unknown,1,no,no,3,5,2,1,0,0,1
1254,1255,yes,travel rarely, sales representative , sales ,1,yes,yes,22,1,2,0,0,0,0
1255,1256,no,non travel, laboratory technician ,unknown,1,no,yes,9,2,2,5,1,4,1
1256,1257,no,non travel, laboratory technician ,unknown,1,no,no,18,1,3,1,0,0,0
1257,1258,no,non travel, manufacturing director ,unknown,2,no,yes,7,2,2,1,0,0,0
1258,1259,no,non travel, research scientist ,unknown,1,yes,no,9,4,3,1,0,0,1
1259,1260,yes,travel frequently, sales representative ,unknown,1,no,yes,1,0,5,0,0,0,0
1260,1261,yes,travel rarely, laboratory technician ,unknown,1,no,yes,2,1,3,1,1,0,0
1261,1262,yes,travel rarely, manufacturing director ,unknown,2,yes,yes,23,3,1,1,0,1,0
1262,1263,no,travel rarely, manufacturing director ,unknown,2,no,no,38,9,3,1,0,0,0
1263,1264,yes,non travel, healthcare representative ,unknown,2,yes,no,29,7,2,1,0,0,0
1264,1265,no,non travel, manager , sales ,3,yes,no,6,3,3,1,0,0,0
1265,1266,no,travel rarely, research scientist ,unknown,1,no,yes,3,3,6,1,0,0,1
1266,1267,no,travel rarely, manager ,unknown,5,no,no,1,3,3,7,0,6,1
1267,1268,no,travel rarely, research scientist , research & development ,2,no,yes,19,2,2,1,0,0,2
1268,1269,no,non travel, manager ,unknown,5,no,no,1,0,2,24,1,7,1
1269,1270,yes,non travel, manufacturing director ,unknown,3,no,yes,10,6,5,1,0,0,2
1270,1271,no,non travel, research scientist ,unknown,1,no,yes,38,1,0,1,0,0,0
1271,1272,yes,travel rarely, laboratory technician ,unknown,1,no,no,2,2,5,0,0,0,0
1272,1273,no,travel rarely, sales executive ,unknown,2,no,yes,2,2,2,0,0,0,2
1273,1274,no,travel rarely, healthcare representative , research & development ,2,no,yes,23,0,2,9,7,8,1
1274,1275,no,travel rarely, sales executive ,unknown,2,yes,no,7,1,3,8,7,7,1
1275,1276,yes,travel frequently, laboratory technician ,unknown,1,yes,yes,12,3,0,1,0,0,1
1276,1277,no,non travel, research scientist ,unknown,2,no,yes,3,4,2,8,7,7,0
1277,1278,yes,non travel, laboratory technician , research & development ,1,no,yes,3,1,2,0,0,0,0
1278,1279,no,non travel, laboratory technician ,unknown,1,no,yes,18,4,2,1,0,0,2
1279,1280,no,non travel, sales representative ,unknown,1,no,no,10,1,2,0,0,0,0
1280,1281,yes,travel rarely, sales executive ,unknown,2,yes,yes,3,4,3,1,0,0,0
1281,1282,no,travel rarely, healthcare representative , research & development ,3,no,yes,15,8,1,1,0,0,1
1282,1283,no,travel frequently, sales representative ,unknown,2,no,no,4,3,3,0,0,0,0
1283,1284,no,travel rarely, research director ,unknown,4,no,no,23,2,2,1,0,0,0
1284,1285,no,non travel, laboratory technician ,unknown,1,no,yes,2,1,4,8,0,7,1
1285,1286,no,travel rarely, manager ,unknown,3,no,yes,29,3,3,0,0,0,1
1286,1287,no,travel rarely, healthcare representative , research & development ,2,no,no,2,3,6,1,0,0,0
1287,1288,no,non travel, sales executive ,unknown,2,no,yes,1,4,6,1,0,0,0
1288,1289,yes,travel rarely, sales representative ,unknown,1,no,no,5,1,2,1,0,0,0
1289,1290,no,non travel, manufacturing director , research & development ,2,no,yes,7,2,2,1,0,0,0
1290,1291,yes,travel rarely, sales representative , sales ,1,no,no,12,1,0,1,0,0,0
1291,1292,no,non travel, sales representative ,unknown,1,no,yes,2,1,3,1,0,0,1
1292,1293,yes,travel frequently, research scientist ,unknown,1,yes,no,4,9,4,1,0,0,0
1293,1294,no,travel rarely, manufacturing director ,unknown,2,no,yes,10,2,2,1,0,1,0
1294,1295,no,travel rarely, laboratory technician ,unknown,2,no,yes,2,6,3,1,0,0,1
1295,1296,no,travel rarely, laboratory technician ,unknown,2,no,no,17,1,2,10,1,8,1
1296,1297,no,travel frequently, laboratory technician ,unknown,1,yes,no,2,1,3,1,0,0,1
1297,1298,yes,non travel, human resources ,unknown,1,no,yes,2,1,3,1,0,0,0
