,age,dailyrate,distancefromhome,education,employeecount,employeenumber,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,numberchildren
1272,29,685.4920634920636,2,3,1,1273,1,85.68650793650795,2,2,2,,14395.33,2,19,3.0,2,2,10.0,2,,0,,0,0,,1994,66440.0,
1273,31,556.2566609977324,23,3,1,1274,2,,2,2,4,4492.84,11681.39,0,21,,2,1,10.0,2,3.0,9,,7,8,4492.84,1992,53914.11,
1274,38,578.2936507936508,7,2,1,1275,1,72.28670634920636,4,2,1,4670.83,12144.17,1,24,4.0,3,1,8.0,3,3.0,8,,7,7,4670.83,1985,56050.0,
1275,44,326.13492063492066,-12,3,1,1276,12,,3,1,3,2634.17,6848.83,3,22,4.0,4,1,19.0,0,1.0,1,,0,0,2634.17,1979,31610.0,
1276,36,556.2566609977324,3,3,1,1277,3,,3,2,2,4492.84,11681.39,4,12,3.0,4,0,10.0,2,3.0,8,,7,7,4492.84,1987,53914.11,
1277,18,146.5079365079365,3,3,1,1278,3,,3,1,3,1183.33,3076.67,1,13,3.0,3,0,0.0,2,3.0,0,,0,0,1183.33,2005,,
1278,36,290.03550973654063,18,4,1,1279,3,36.25443871706758,4,1,4,2342.59,6090.75,4,18,3.0,4,2,4.0,2,3.0,1,,0,0,2342.59,1987,28111.13,
1279,18,123.8095238095238,10,3,1,1280,4,,2,1,3,1000.0,2600.0,1,12,3.0,1,0,0.0,2,3.0,0,,0,0,1000.0,2005,12000.0,
1280,39,540.4285714285714,3,2,1,1281,4,,3,2,3,4365.0,11349.0,4,18,3.0,1,0,12.0,3,2.0,1,,0,0,4365.0,1984,52380.0,
1281,43,1030.1984126984128,-15,3,1,1282,15,,3,3,1,,21634.17,8,16,3.0,1,1,,1,2.0,1,,0,0,,1980,99850.0,
1282,47,556.2566609977324,4,1,1,1283,2,,3,2,3,,11681.39,3,19,3.0,1,0,5.0,3,3.0,0,,0,0,,1976,53914.11,
1283,42,1649.968253968254,23,5,1,1284,1,,3,4,4,,34649.33,2,14,3.0,2,0,16.0,2,3.0,1,,0,0,,1981,159920.0,
1284,32,244.52380952380955,2,3,1,1285,3,30.5654761904762,3,1,2,1975.0,5135.0,1,13,,3,1,8.0,4,3.0,8,,0,7,1975.0,1991,23700.0,
1285,48,1032.4872861766066,29,1,1,1286,1,,3,3,3,8339.32,21682.23,3,21,4.0,2,1,15.0,3,1.0,0,,0,0,8339.32,1975,100071.84,
1286,42,699.6269841269841,2,4,1,1287,1,,2,2,4,5650.83,14692.17,3,23,4.0,2,0,,6,3.0,1,,0,0,5650.83,1981,67810.0,
1287,36,686.4206349206349,1,5,1,1288,4,,3,2,4,5544.17,14414.83,4,15,,2,0,,6,3.0,1,,0,0,5544.17,1987,,
1288,33,294.1507936507937,5,3,1,1289,4,,3,1,3,,6177.17,1,13,,2,0,1.0,2,3.0,1,,0,0,,1990,28510.0,
1289,46,542.4920634920635,7,4,1,1290,3,67.81150793650794,3,2,3,,11392.33,2,14,3.0,3,0,7.0,2,4.0,1,,0,0,,1977,52580.0,
1290,21,290.03550973654063,12,3,1,1291,3,,4,1,2,2342.59,6090.75,1,15,3.0,4,0,1.0,0,3.0,1,,0,0,2342.59,2002,,
1291,30,255.46031746031747,2,1,1,1292,3,,3,1,2,2063.33,5364.67,1,18,3.0,1,1,,3,3.0,1,,0,0,2063.33,1993,,
1292,30,235.75396825396828,4,3,1,1293,3,,3,1,4,1904.17,4950.83,9,23,4.0,3,0,3.0,4,3.0,1,,0,0,1904.17,1993,22850.0,
1293,32,433.0238095238095,10,4,1,1294,3,54.12797619047619,3,2,2,3497.5,9093.5,2,12,3.0,4,0,18.0,2,2.0,1,,0,1,3497.5,1986,41970.0,
1294,40,355.7460317460318,2,3,1,1295,2,,2,2,3,2873.33,7470.67,6,22,4.0,2,1,,3,3.0,1,,0,0,2873.33,1983,,
1295,28,470.26984126984127,17,2,1,1296,3,58.78373015873016,3,2,1,3798.33,9875.67,1,12,3.0,4,1,10.0,2,,10,,1,8,3798.33,1995,45580.0,
1296,38,175.60317460317464,2,2,1,1297,4,,3,1,4,1418.33,3687.67,1,23,4.0,3,1,,3,3.0,1,,0,0,1418.33,1985,17020.0,
1297,19,264.53968253968253,2,2,1,1298,1,33.06746031746032,2,1,4,2136.67,5555.33,1,12,3.0,3,0,1.0,3,4.0,1,,0,0,2136.67,2004,25640.0,
1298,57,1582.7713464696226,29,3,1,1299,1,,2,4,4,,33238.2,3,12,3.0,3,1,,3,2.0,1,,0,0,,1966,153407.07,
1299,47,523.0952380952382,2,2,1,1300,1,,3,2,4,,10985.0,5,13,,3,3,20.0,2,3.0,5,,0,4,,1976,50700.0,
1300,54,390.0,8,4,1,1301,3,,3,2,3,3150.0,8190.0,7,11,3.0,3,0,,3,3.0,1,,0,0,3150.0,1969,37800.0,
1301,31,1013.5873015873016,-42,3,1,1302,42,126.6984126984127,3,3,3,,21285.33,3,12,3.0,1,0,12.0,2,3.0,1,,0,0,,1992,98240.0,
1302,18,193.7619047619048,5,3,1,1303,2,,3,1,2,,4069.0,1,14,3.0,4,0,,3,3.0,0,,0,0,,2005,18780.0,
1303,40,1032.4872861766066,28,3,1,1304,3,,1,3,1,,21682.23,3,15,3.0,3,1,20.0,2,3.0,1,,0,1,,1983,100071.84,
1304,26,556.2566609977324,29,2,1,1305,1,69.53208262471655,3,2,3,4492.84,11681.39,5,12,3.0,1,2,8.0,5,3.0,0,,0,0,4492.84,1997,53914.11,
1305,26,241.42857142857144,-24,3,1,1306,3,,1,1,4,1950.0,5070.0,1,18,3.0,2,0,1.0,3,1.0,1,,0,0,1950.0,1997,,
1306,38,556.2566609977324,10,3,1,1307,3,,3,2,3,4492.84,11681.39,3,19,3.0,3,1,18.0,4,,1,,0,0,4492.84,1985,,
1307,24,219.4523809523809,17,2,1,1308,4,,2,1,2,1772.5,4608.5,1,21,4.0,4,1,1.0,2,3.0,1,,0,0,1772.5,1999,21270.0,
1308,30,209.75396825396828,12,4,1,1309,2,,2,1,1,1694.17,4404.83,1,18,3.0,3,1,1.0,2,4.0,1,,0,0,1694.17,1993,20330.0,
1309,37,990.6825396825396,2,3,1,1310,4,,3,2,3,8001.67,20804.33,4,11,3.0,3,1,,3,2.0,3,,1,0,8001.67,1986,96020.0,
1310,20,290.03550973654063,1,3,1,1311,4,,2,1,2,2342.59,6090.75,1,13,,4,0,1.0,0,4.0,1,,0,0,2342.59,2003,28111.13,
1311,43,1715.4841269841272,-14,4,1,1312,2,,2,4,4,13855.83,36025.17,4,14,3.0,3,1,21.0,3,,1,,0,0,13855.83,1980,166270.0,
1312,38,290.03550973654063,-27,1,1,1313,3,36.25443871706758,3,1,1,2342.59,6090.75,3,17,3.0,4,0,8.0,3,2.0,0,,0,0,2342.59,1985,28111.13,
1313,33,556.2566609977324,8,4,1,1314,3,69.53208262471655,3,2,3,4492.84,11681.39,0,12,3.0,4,0,6.0,3,3.0,5,,1,2,4492.84,1990,53914.11,
1314,30,214.91269841269843,3,3,1,1315,3,26.864087301587304,3,1,3,1735.83,4513.17,1,20,4.0,3,1,1.0,2,,1,,0,0,1735.83,1993,20830.0,
1315,29,556.2566609977324,-44,2,1,1316,2,,3,2,3,4492.84,11681.39,1,14,3.0,1,1,,5,2.0,6,,1,2,4492.84,1994,53914.11,
1316,20,104.1031746031746,10,1,1,1317,4,13.012896825396826,3,1,3,84083.0,2186.17,1,11,3.0,4,0,,5,3.0,1,,1,1,84083.0,2003,10090.0,
1317,35,290.03550973654063,-20,3,1,1318,20,,2,1,3,2342.59,6090.75,1,18,3.0,3,2,1.0,3,3.0,1,,0,0,2342.59,1988,,
1318,37,290.03550973654063,10,2,1,1319,4,,4,1,4,,6090.75,3,17,3.0,1,0,,2,,1,,0,0,,1986,28111.13,
1319,38,811.0555555555557,1,3,1,1320,3,101.38194444444446,3,3,3,6550.83,17032.17,4,14,,4,0,10.0,4,,1,,0,0,6550.83,1985,78610.0,
1320,29,272.5873015873016,10,3,1,1321,3,,3,1,3,2201.67,5724.33,1,11,3.0,3,0,1.0,6,,1,,0,0,2201.67,1994,26420.0,
1321,35,556.2566609977324,2,4,1,1322,4,,3,2,1,4492.84,11681.39,2,11,3.0,1,1,16.0,2,4.0,1,,0,0,4492.84,1988,53914.11,
1322,38,290.03550973654063,2,5,1,1323,4,,3,1,3,2342.59,6090.75,6,13,3.0,2,1,,0,1.0,1,,0,1,2342.59,1985,,
1323,34,528.3571428571429,8,5,1,1324,2,,3,2,1,4267.5,11095.5,3,14,3.0,3,1,,3,,0,,0,0,4267.5,1989,51210.0,
1324,23,290.03550973654063,6,3,1,1325,3,,4,1,1,2342.59,6090.75,1,21,4.0,3,2,1.0,2,3.0,0,,0,0,2342.59,2000,,
1325,24,277.95238095238096,9,3,1,1326,3,,2,1,2,2245.0,5837.0,1,11,3.0,3,3,,4,3.0,1,,0,0,2245.0,1999,26940.0,
1326,29,290.03550973654063,1,2,1,1327,2,,2,1,1,2342.59,6090.75,1,11,3.0,4,1,1.0,1,3.0,1,,0,0,2342.59,1994,28111.13,
1327,40,525.5714285714286,16,4,1,1328,1,,2,2,3,4245.0,11037.0,6,14,3.0,4,0,10.0,6,3.0,1,,0,0,4245.0,1983,50940.0,
1328,30,556.2566609977324,2,3,1,1329,3,,2,2,4,4492.84,11681.39,5,24,4.0,2,0,12.0,4,2.0,0,,0,0,4492.84,1993,53914.11,
1329,45,234.6190476190476,2,3,1,1330,2,29.32738095238096,2,1,3,,4927.0,1,14,3.0,4,0,1.0,3,3.0,1,,0,0,,1978,22740.0,
1330,27,290.03550973654063,3,3,1,1331,4,36.25443871706758,3,1,4,2342.59,6090.75,1,11,3.0,3,3,0.0,6,2.0,0,,0,0,2342.59,1996,28111.13,
1331,37,556.2566609977324,16,4,1,1332,4,,2,2,3,,11681.39,4,19,,4,2,9.0,2,3.0,1,,0,0,,1986,53914.11,
1332,32,238.7460317460317,1,3,1,1333,4,,3,1,4,1928.33,5013.67,0,12,,2,1,4.0,2,3.0,3,,0,2,1928.33,1991,23140.0,
1333,53,1582.7713464696226,8,3,1,1334,1,,3,4,4,,33238.2,5,14,3.0,3,1,28.0,3,3.0,2,,2,2,,1970,153407.07,
1334,37,1032.4872861766066,-19,2,1,1335,19,,3,3,2,,21682.23,1,13,3.0,4,0,,2,3.0,10,,0,9,,1986,100071.84,
1335,32,290.03550973654063,25,4,1,1336,1,,3,1,4,2342.59,6090.75,1,24,4.0,3,0,1.0,2,1.0,1,,0,1,2342.59,1991,28111.13,
1336,58,245.5555555555556,2,1,1,1337,4,,2,1,4,,5156.67,9,14,3.0,4,1,3.0,3,2.0,1,,0,0,,1965,23800.0,
1337,43,556.2566609977324,8,3,1,1338,1,,3,2,2,4492.84,11681.39,4,21,4.0,3,1,4.0,2,4.0,1,,0,0,4492.84,1980,53914.11,
1338,21,290.03550973654063,18,1,1,1339,4,,3,1,4,2342.59,6090.75,1,19,,1,0,,3,2.0,1,,0,0,2342.59,2002,28111.13,
1339,34,207.1746031746032,-48,3,1,1340,48,,3,1,2,1673.33,4350.67,1,14,3.0,2,2,1.0,3,3.0,1,,1,0,1673.33,1989,20080.0,
1340,58,1088.6984126984128,5,3,1,1341,3,,2,3,2,8793.33,22862.67,2,13,,4,1,24.0,3,3.0,6,,0,4,8793.33,1965,105520.0,
1341,48,233.07142857142856,20,4,1,1342,4,,3,1,3,1882.5,4894.5,4,17,3.0,1,2,13.0,2,2.0,0,,0,0,1882.5,1975,22590.0,
1342,32,290.03550973654063,1,3,1,1343,3,,2,1,2,2342.59,6090.75,6,20,,3,0,5.0,3,3.0,3,,0,2,2342.59,1991,28111.13,
1343,25,248.96031746031747,19,2,1,1344,3,,2,1,2,,5228.17,1,18,,3,3,,2,3.0,1,,0,0,,1998,24130.0,
1344,40,1032.4872861766066,10,4,1,1345,1,129.06091077207583,2,3,2,8339.32,21682.23,2,12,3.0,2,1,11.0,2,2.0,1,,0,0,8339.32,1983,100071.84,
1345,19,218.8333333333333,21,3,1,1346,4,27.354166666666668,2,1,2,,4595.5,1,13,3.0,2,0,1.0,3,4.0,1,,0,0,,2004,21210.0,
1346,20,290.03550973654063,4,3,1,1347,1,,3,1,1,2342.59,6090.75,1,19,3.0,2,0,1.0,2,3.0,1,,0,0,2342.59,2003,28111.13,
1347,33,556.2566609977324,1,3,1,1348,2,,2,2,4,4492.84,11681.39,0,14,3.0,1,0,6.0,3,3.0,5,,1,4,4492.84,1990,53914.11,
1348,58,255.7698412698413,2,3,1,1349,4,,3,1,3,,5371.17,4,24,4.0,1,0,7.0,4,3.0,1,,0,0,,1965,24790.0,
1349,40,1361.2857142857142,24,3,1,1350,2,,4,4,2,,28587.0,4,16,3.0,4,0,22.0,2,2.0,1,,0,0,,1983,131940.0,
1350,29,290.03550973654063,10,3,1,1351,4,36.25443871706758,2,1,1,2342.59,6090.75,6,20,4.0,3,0,3.0,5,3.0,0,,0,0,2342.59,1994,28111.13,
1351,47,429.515873015873,-18,2,1,1352,4,,3,2,4,3469.17,9019.83,1,17,3.0,3,0,9.0,0,3.0,9,,0,7,3469.17,1976,,
1352,18,290.03550973654063,5,2,1,1353,2,36.25443871706758,3,1,4,2342.59,6090.75,1,15,3.0,4,0,,2,3.0,0,,0,0,2342.59,2005,28111.13,
1353,20,268.25396825396825,-16,3,1,1354,4,33.53174603174603,2,1,1,,5633.33,1,15,3.0,1,0,1.0,2,3.0,1,,0,0,,2003,26000.0,
1354,42,1888.4047619047624,5,2,1,1355,4,,3,5,3,15252.5,39656.5,6,13,3.0,2,0,21.0,3,4.0,1,,0,0,15252.5,1981,183030.0,
1355,50,245.5555555555556,9,3,1,1356,1,,3,1,4,1983.33,5156.67,4,18,,2,0,8.0,5,3.0,1,,0,0,1983.33,1973,,
1356,37,492.8650793650794,11,2,1,1357,1,61.608134920634924,1,2,2,3980.83,10350.17,5,15,3.0,1,0,15.0,2,1.0,1,,0,0,3980.83,1986,47770.0,
1357,38,556.2566609977324,3,4,1,1358,2,,3,2,4,4492.84,11681.39,8,12,3.0,3,0,19.0,1,3.0,1,,0,0,4492.84,1985,,
1358,36,556.2566609977324,15,3,1,1359,1,,3,2,3,,11681.39,7,14,3.0,2,1,9.0,3,2.0,1,,0,0,,1987,53914.11,
1359,28,108.53968253968254,10,1,1,1360,4,,3,1,2,87667.0,2279.33,1,22,4.0,2,0,,5,3.0,1,,0,0,87667.0,1995,10520.0,
1360,43,1032.4872861766066,25,3,1,1361,3,,2,3,4,,21682.23,5,13,3.0,3,1,18.0,5,3.0,1,,0,0,,1980,100071.84,
1361,21,290.03550973654063,10,3,1,1362,3,,2,1,1,2342.59,6090.75,1,13,,1,0,1.0,6,2.0,1,,1,0,2342.59,2002,28111.13,
1362,51,253.91269841269843,4,4,1,1363,1,,3,1,3,,5332.17,9,12,,3,3,18.0,2,4.0,10,,2,7,,1972,24610.0,
1363,37,556.2566609977324,10,4,1,1364,4,,2,2,4,,11681.39,2,14,,3,3,8.0,5,3.0,1,,0,0,,1986,53914.11,
1364,28,267.8412698412698,1,3,1,1365,1,,2,1,2,,5624.67,1,15,,1,2,,2,3.0,1,,0,0,,1995,25960.0,
1365,50,487.8095238095239,1,4,1,1366,4,,3,2,3,,10244.0,3,14,3.0,4,0,5.0,4,3.0,0,,0,0,,1973,47280.0,
1366,34,290.03550973654063,3,4,1,1367,3,,2,1,4,2342.59,6090.75,3,17,3.0,4,3,6.0,2,3.0,0,,0,0,2342.59,1989,28111.13,
1367,38,758.436507936508,2,2,1,1368,4,,3,3,2,6125.83,15927.17,7,16,3.0,3,0,,2,3.0,1,,0,0,6125.83,1985,73510.0,
1368,42,556.2566609977324,29,3,1,1369,2,,1,2,4,4492.84,11681.39,4,19,3.0,1,0,16.0,3,3.0,1,,0,0,4492.84,1981,53914.11,
1369,18,290.03550973654063,8,1,1,1370,3,,3,1,3,2342.59,6090.75,1,12,3.0,4,0,,0,3.0,0,,0,0,2342.59,2005,28111.13,
1370,41,491.73015873015873,12,4,1,1371,2,,3,1,4,3971.67,10326.33,3,11,3.0,1,1,6.0,4,,1,,0,0,3971.67,1982,47660.0,
1371,35,232.968253968254,1,4,1,1372,4,,2,1,3,1881.67,4892.33,6,12,3.0,2,1,,2,3.0,8,,1,7,1881.67,1988,22580.0,
1372,32,291.6746031746032,2,1,1,1373,3,,3,1,1,,6125.17,1,12,3.0,3,3,1.0,3,3.0,1,,0,0,,1991,28270.0,
1373,22,294.35714285714283,3,4,1,1374,3,36.79464285714285,2,1,4,2377.5,6181.5,0,11,3.0,2,1,1.0,5,3.0,0,,0,0,2377.5,2001,28530.0,
1374,44,236.2698412698413,-26,3,1,1375,26,,1,1,3,,4961.67,2,13,,4,0,6.0,3,3.0,0,,0,0,,1979,22900.0,
1375,41,217.3888888888889,5,2,1,1376,1,,2,1,1,1755.83,4565.17,6,17,3.0,1,1,5.0,2,1.0,1,,0,0,1755.83,1982,21070.0,
1376,40,556.2566609977324,2,4,1,1377,2,,3,2,2,,11681.39,5,12,3.0,4,3,,2,3.0,0,,0,0,,1983,53914.11,
1377,24,228.015873015873,17,2,1,1378,4,,3,1,2,1841.67,4788.33,1,13,3.0,1,1,1.0,3,1.0,1,,0,0,1841.67,1999,22100.0,
1378,42,1360.9761904761906,26,5,1,1379,1,,3,3,1,10992.5,28580.5,3,17,3.0,3,0,,6,3.0,1,,0,0,10992.5,1981,131910.0,
1379,49,1973.9841269841268,4,2,1,1380,1,,2,5,3,,41453.67,2,13,,3,1,23.0,2,4.0,1,,0,0,,1974,191324.62,
1380,48,290.03550973654063,2,2,1,1381,4,,4,1,2,2342.59,6090.75,5,11,3.0,3,0,7.0,4,2.0,1,,0,0,2342.59,1975,,
1381,29,556.2566609977324,7,3,1,1382,3,,3,2,4,4492.84,11681.39,1,11,3.0,2,2,6.0,2,3.0,6,,1,0,4492.84,1994,53914.11,
1382,48,1884.4841269841272,1,3,1,1383,4,,2,5,4,15220.83,39574.17,6,12,3.0,3,0,,3,4.0,1,,0,0,15220.83,1975,182650.0,
1383,34,290.03550973654063,20,3,1,1384,3,36.25443871706758,4,1,3,2342.59,6090.75,0,17,3.0,4,0,2.0,5,2.0,1,,0,0,2342.59,1989,28111.13,
1384,19,290.03550973654063,25,3,1,1385,2,36.25443871706758,4,1,4,2342.59,6090.75,1,12,3.0,4,0,1.0,2,3.0,1,,0,1,2342.59,2004,28111.13,
1385,23,290.03550973654063,1,2,1,1386,4,36.25443871706758,3,1,3,2342.59,6090.75,1,22,4.0,4,1,1.0,2,3.0,1,0.0,0,1,2342.59,2000,28111.13,
1386,25,115.34920634920636,-32,1,1,1387,3,,1,1,4,93167.0,2422.33,1,14,,4,0,1.0,4,3.0,1,,1,0,93167.0,1998,,
1387,42,244.7301587301588,-34,4,1,1388,2,,4,2,2,,5139.33,6,16,3.0,4,0,18.0,2,3.0,1,,0,0,,1981,23720.0,
1388,51,292.8095238095238,6,2,1,1389,2,36.60119047619048,2,1,3,2365.0,6149.0,0,14,3.0,2,0,8.0,6,2.0,7,,7,7,2365.0,1972,28380.0,
1389,45,1863.436507936508,25,3,1,1390,2,,3,5,2,15050.83,39132.17,3,22,4.0,3,0,22.0,4,3.0,0,,0,0,15050.83,1978,180610.0,
1390,27,290.03550973654063,11,3,1,1391,3,,4,1,4,2342.59,6090.75,8,14,,2,1,5.0,4,3.0,1,,0,0,2342.59,1996,28111.13,
1391,18,166.21428571428572,1,3,1,1392,4,,3,1,4,1342.5,3490.5,1,15,3.0,3,0,0.0,5,4.0,0,,0,0,1342.5,2005,16110.0,
1392,31,290.03550973654063,2,3,1,1393,3,,2,1,4,2342.59,6090.75,7,14,3.0,3,0,3.0,3,4.0,1,,0,0,2342.59,1992,28111.13,
1393,31,290.03550973654063,1,4,1,1394,2,,1,1,3,2342.59,6090.75,1,12,,2,0,,3,3.0,1,,0,0,2342.59,1992,28111.13,
1394,31,290.03550973654063,8,3,1,1395,1,,2,1,2,2342.59,6090.75,1,12,3.0,3,0,,3,4.0,1,,0,0,2342.59,1992,28111.13,
1395,27,290.03550973654063,11,1,1,1396,2,36.25443871706758,3,1,1,2342.59,6090.75,0,14,3.0,2,0,6.0,3,4.0,5,,1,4,2342.59,1996,28111.13,
1396,39,290.03550973654063,2,3,1,1397,1,,2,1,1,,6090.75,2,23,4.0,2,0,11.0,2,4.0,1,,0,0,,1984,28111.13,
1397,44,491.936507936508,1,5,1,1398,1,,3,2,3,3973.33,10330.67,7,12,,3,1,11.0,4,2.0,1,,0,0,3973.33,1979,47680.0,
1398,30,131.44444444444446,-25,3,1,1399,25,,3,1,3,,2760.33,1,13,3.0,2,2,1.0,2,2.0,1,,0,0,,1993,12740.0,
1399,35,248.031746031746,-26,1,1,1400,4,,3,1,3,2003.33,5208.67,1,13,,1,1,1.0,3,3.0,1,0.0,0,0,2003.33,1988,24040.0,
1400,24,290.03550973654063,9,3,1,1401,2,36.25443871706758,3,1,1,2342.59,6090.75,2,11,3.0,3,0,,2,2.0,0,,0,0,2342.59,1999,28111.13,
1401,24,209.75396825396828,13,2,1,1402,4,,3,1,2,,4404.83,1,13,3.0,3,1,1.0,2,,1,,0,0,,1999,20330.0,
1402,28,264.23015873015873,2,2,1,1403,3,,2,1,1,,5548.83,7,11,,3,0,8.0,2,2.0,0,,0,0,,1995,25610.0,
1403,28,161.26190476190476,1,3,1,1404,1,,2,1,3,,3386.5,1,14,3.0,4,1,1.0,2,1.0,1,,0,0,,1995,15630.0,
1404,33,659.0793650793651,8,5,1,1405,4,,3,2,3,5323.33,13840.67,2,17,3.0,1,0,14.0,6,3.0,0,,0,0,5323.33,1990,,
1405,39,864.1904761904763,6,3,1,1406,2,108.02380952380952,3,3,2,,18148.0,4,18,,4,0,9.0,3,3.0,2,,2,2,,1984,83760.0,
1406,42,499.468253968254,2,3,1,1407,3,,2,1,2,4034.17,10488.83,4,14,,2,1,,3,,1,,0,0,4034.17,1981,48410.0,
1407,29,290.03550973654063,9,3,1,1408,3,36.25443871706758,4,1,3,2342.59,6090.75,6,18,3.0,1,2,,2,2.0,1,0.0,0,0,2342.59,1994,28111.13,
1408,35,290.03550973654063,1,3,1,1409,4,,2,1,1,,6090.75,1,19,3.0,2,0,,3,3.0,3,,1,2,,1988,28111.13,
1409,35,213.984126984127,-14,3,1,1410,14,,3,1,1,1728.33,4493.67,1,12,3.0,4,1,1.0,2,3.0,1,,0,0,1728.33,1988,,
1410,34,306.63492063492066,-13,4,1,1411,13,,3,1,4,2476.67,6439.33,1,13,3.0,3,0,,4,,1,,0,0,2476.67,1989,29720.0,
1411,26,290.03550973654063,3,3,1,1412,1,,3,1,4,,6090.75,1,21,4.0,1,0,1.0,5,3.0,1,,0,0,,1997,28111.13,
1412,36,703.1349206349207,1,4,1,1413,2,,3,2,3,5679.17,14765.83,6,13,3.0,1,0,,5,3.0,1,,0,0,5679.17,1987,68150.0,
1413,50,1973.9841269841268,-24,3,1,1414,24,,3,5,3,15943.72,41453.67,4,16,,3,1,,2,3.0,1,,0,0,15943.72,1973,191324.62,
1414,42,1973.9841269841268,9,2,1,1415,4,,2,5,4,,41453.67,8,22,4.0,4,0,24.0,2,3.0,1,,0,1,,1981,191324.62,
1415,35,277.53968253968253,7,2,1,1416,3,,2,1,4,2241.67,5828.33,1,18,3.0,4,1,,5,2.0,1,,0,1,2241.67,1988,,
1416,46,1812.468253968254,1,4,1,1417,4,226.5585317460317,4,4,1,,38061.83,1,15,3.0,2,0,27.0,5,1.0,26,,0,12,,1977,175670.0,
1417,18,161.88095238095238,3,2,1,1418,2,,3,1,4,,3399.5,1,12,3.0,3,0,0.0,2,4.0,0,,0,0,,2005,15690.0,
1418,29,431.9920634920635,5,3,1,1419,1,,2,2,2,3489.17,9071.83,1,13,,2,1,10.0,3,2.0,10,,0,9,3489.17,1994,41870.0,
1419,31,556.2566609977324,5,4,1,1420,1,,3,2,4,4492.84,11681.39,1,11,3.0,1,2,10.0,2,,10,,0,2,4492.84,1992,53914.11,
1420,41,1032.4872861766066,23,2,1,1421,4,129.06091077207583,3,3,3,8339.32,21682.23,3,16,3.0,4,0,21.0,2,3.0,2,,0,2,8339.32,1982,100071.84,
1421,38,341.09523809523813,4,2,1,1422,4,,3,1,3,,7163.0,7,19,3.0,4,1,7.0,5,,0,,0,0,,1985,33060.0,
1422,32,143.72222222222223,2,4,1,1423,4,,3,1,2,,3018.17,1,12,3.0,1,0,1.0,2,3.0,1,,0,0,,1991,13930.0,
1423,60,1122.8492063492065,1,4,1,1424,3,,1,3,4,9069.17,23579.83,3,20,4.0,3,1,19.0,2,4.0,1,,0,0,9069.17,1963,108830.0,
1424,24,290.03550973654063,22,1,1,1425,4,,1,1,3,2342.59,6090.75,1,11,,3,1,1.0,2,3.0,1,,0,0,2342.59,1999,,
1425,40,556.2566609977324,8,2,1,1426,2,,3,2,1,,11681.39,2,16,3.0,2,1,18.0,3,3.0,1,,0,0,,1983,53914.11,
1426,30,295.2857142857143,-21,1,1,1427,2,,3,1,4,2385.0,6201.0,1,12,3.0,2,1,10.0,2,2.0,10,,0,8,2385.0,1993,,
1427,47,556.2566609977324,2,4,1,1428,3,,3,2,2,4492.84,11681.39,7,11,3.0,4,1,4.0,3,1.0,1,,0,0,4492.84,1976,53914.11,
1428,32,694.8809523809524,1,2,1,1429,1,,1,2,2,5612.5,14592.5,6,15,3.0,2,0,10.0,2,3.0,0,,0,0,5612.5,1991,67350.0,
1429,45,1006.5714285714288,-41,3,1,1430,41,,1,3,3,,21138.0,4,21,4.0,3,2,9.0,2,4.0,5,,0,3,,1978,97560.0,
1430,34,290.03550973654063,2,4,1,1431,4,,4,1,4,2342.59,6090.75,0,14,3.0,1,3,6.0,3,3.0,5,,1,2,2342.59,1989,28111.13,
1431,33,1032.4872861766066,16,3,1,1432,1,,3,3,1,8339.32,21682.23,2,20,4.0,3,0,,2,2.0,0,,0,0,8339.32,1990,100071.84,
1432,31,1032.4872861766066,16,4,1,1433,1,,3,3,3,8339.32,21682.23,2,13,3.0,1,3,,2,3.0,1,,0,0,8339.32,1992,,
1433,29,290.03550973654063,4,3,1,1434,4,,2,1,1,,6090.75,1,13,3.0,3,1,,2,3.0,1,,0,0,,1994,28111.13,
1434,30,546.2063492063493,16,3,1,1435,3,68.27579365079366,4,2,3,4411.67,11470.33,3,16,3.0,3,1,10.0,3,3.0,7,,1,7,4411.67,1993,52940.0,
1435,38,556.2566609977324,18,3,1,1436,2,69.53208262471655,1,2,4,,11681.39,3,16,3.0,3,1,,2,3.0,1,,1,0,,1985,53914.11,
1436,43,251.43650793650792,17,3,1,1437,3,31.42956349206349,2,1,3,2030.83,5280.17,9,16,3.0,4,1,6.0,4,3.0,1,,0,0,2030.83,1980,24370.0,
1437,55,1973.9841269841268,-44,3,1,1438,3,,2,5,1,,41453.67,8,12,3.0,2,3,34.0,2,3.0,1,,0,0,,1968,191324.62,
1438,21,290.03550973654063,7,1,1,1439,2,,3,1,2,2342.59,6090.75,1,13,3.0,2,0,,3,3.0,1,,1,0,2342.59,2002,,
1439,22,290.03550973654063,-45,1,1,1440,3,36.25443871706758,3,1,1,2342.59,6090.75,1,17,3.0,3,0,1.0,6,3.0,1,,0,0,2342.59,2001,28111.13,
1440,37,420.0238095238095,8,2,1,1441,3,,3,2,2,,8820.5,2,13,3.0,3,0,19.0,4,2.0,10,,4,7,,1986,40710.0,
