,attrition,businesstravel,department,educationfield,gender,jobrole,maritalstatus,over18,overtime,standardhours,roledepartament,remotework
1091,No,travel rarely, Research & Development ,Medical,F, research scientist ,,,,Part Time, research scientist  -  research & development ,no
1092,No,,,Medical,M, research scientist ,Single,Yes,No,Part Time,,yes
1093,Yes,travel rarely,,,M, laboratory technician ,,,Yes,Part Time,,yes
1094,No,,,,M, sales executive ,Single,Yes,No,Part Time,,yes
1095,No,,,Life Sciences,F, healthcare representative ,Married,,No,Part Time,,yes
1096,No,travel rarely,,Other,F, research director ,Married,,,Full Time,,yes
1097,No,travel rarely,,Medical,F, sales representative ,Single,,,Part Time,,yes
1098,No,non travel, Research & Development ,,F, manufacturing director ,,,,Part Time, manufacturing director  -  research & development ,yes
1099,No,travel rarely,,,M, sales executive ,,Yes,,Full Time,,yes
1100,No,,,Medical,F, laboratory technician ,Divorced,Yes,,,,yes
1101,No,travel rarely,,Life Sciences,F, manager ,,,,Full Time,,yes
1102,No,travel rarely,,,M, sales representative ,,Yes,No,,,yes
1103,No,travel rarely,,,M, healthcare representative ,Married,Yes,No,Part Time,,no
1104,No,travel rarely, Human Resources ,,F, human resources ,,Yes,Yes,Part Time, human resources  -  human resources ,no
1105,No,,,Technical Degree,M, research scientist ,Divorced,,No,Part Time,,yes
1106,Yes,,,Life Sciences,M, sales representative ,Divorced,,Yes,Part Time,,no
1107,No,,,,M, laboratory technician ,,,No,Part Time,,yes
1108,No,travel frequently,,,M, research scientist ,Married,,,,,yes
1109,No,,,Life Sciences,M, laboratory technician ,Married,,,Full Time,,no
1110,No,non travel, Human Resources ,Human Resources,M, human resources ,Married,,No,, human resources  -  human resources ,no
1111,No,travel rarely,,Medical,M, laboratory technician ,,,No,Full Time,,yes
1112,Yes,,,Marketing,M, sales executive ,,,Yes,Part Time,,yes
1113,No,,,,F, laboratory technician ,Single,,No,Part Time,,no
1114,No,,,Medical,M, human resources ,,,No,Part Time,,no
1115,Yes,travel frequently,,,F, human resources ,Divorced,Yes,No,,,no
1116,No,,,,M, sales executive ,,,No,,,yes
1117,No,,,,F, research scientist ,,Yes,,Full Time,,no
1118,Yes,travel rarely,,,F, sales representative ,Single,,,Part Time,,yes
1119,No,,,,M, healthcare representative ,,,Yes,Full Time,,no
1120,No,,,,F, manufacturing director ,Married,Yes,Yes,Full Time,,yes
1121,No,travel rarely,,,F, sales executive ,,,No,,,yes
1122,No,travel rarely,,,F, manager ,Married,,No,,,yes
1123,No,travel rarely, Sales ,Marketing,M, sales executive ,,,No,Part Time, sales executive  -  sales ,no
1124,No,,,Life Sciences,M, sales executive ,,,,Part Time,,no
1125,No,non travel, Research & Development ,,M, research scientist ,,,No,, research scientist  -  research & development ,yes
1126,No,travel rarely,,,M, healthcare representative ,Single,Yes,,Part Time,,no
1127,No,,,,F, sales executive ,,Yes,No,Part Time,,no
1128,No,travel rarely,,Medical,F, research scientist ,,Yes,No,,,no
1129,No,, Sales ,,F, sales representative ,,Yes,Yes,Full Time, sales representative  -  sales ,yes
1130,No,travel frequently, Research & Development ,Life Sciences,M, research director ,Married,,,Full Time, research director  -  research & development ,yes
1131,Yes,travel rarely,,,M, human resources ,Divorced,,,Part Time,,no
1132,No,travel rarely,,Life Sciences,F, laboratory technician ,Single,Yes,,Part Time,,no
1133,No,,,Life Sciences,M, human resources ,,Yes,,Part Time,,yes
1134,Yes,travel rarely, Sales ,Marketing,M, sales executive ,,,Yes,Part Time, sales executive  -  sales ,yes
1135,No,travel rarely,,,M, research scientist ,,,,,,yes
1136,No,travel rarely,,,M, research scientist ,,,,,,no
1137,No,,,Life Sciences,M, laboratory technician ,Single,Yes,,Part Time,,yes
1138,No,,,Other,F, manufacturing director ,,,,Part Time,,no
1139,Yes,non travel,,Technical Degree,M, research scientist ,,,,Part Time,,yes
1140,Yes,travel rarely,,,M, laboratory technician ,Single,,No,Part Time,,yes
1141,No,,,Marketing,M, sales executive ,,Yes,,Full Time,,yes
1142,No,,,,F, sales executive ,Divorced,Yes,Yes,Part Time,,no
1143,No,,,,F, sales executive ,Married,,Yes,Full Time,,yes
1144,No,travel rarely,,,F, laboratory technician ,Divorced,,No,Full Time,,no
1145,No,travel frequently,,Medical,M, healthcare representative ,Single,Yes,No,Full Time,,yes
1146,No,,,,F, sales executive ,,Yes,,Part Time,,no
1147,No,travel rarely,,,M, research scientist ,Divorced,,No,Part Time,,no
1148,No,,,,M, research scientist ,Divorced,Yes,,,,yes
1149,Yes,,,Life Sciences,M, sales executive ,,Yes,Yes,,,yes
1150,No,travel frequently, Human Resources ,Other,M, human resources ,,Yes,Yes,Part Time, human resources  -  human resources ,no
1151,No,,,,F, manufacturing director ,Single,Yes,Yes,Part Time,,no
1152,No,,,,M, laboratory technician ,Single,,No,Part Time,,yes
1153,No,,,Other,M, laboratory technician ,,Yes,,Part Time,,yes
1154,No,,,Life Sciences,M, sales representative ,,,No,,,yes
1155,No,travel rarely,,Medical,M, laboratory technician ,Married,Yes,Yes,Part Time,,yes
1156,No,, Research & Development ,,M, research scientist ,,,No,Full Time, research scientist  -  research & development ,yes
1157,No,travel rarely,,,F, laboratory technician ,Single,,,Part Time,,no
1158,No,,,,M, sales representative ,,Yes,,Part Time,,yes
1159,No,travel rarely, Sales ,Medical,M, sales representative ,Single,,,Part Time, sales representative  -  sales ,yes
1160,No,,,Life Sciences,F, manufacturing director ,,Yes,No,Part Time,,yes
1161,Yes,travel rarely,,,M, research scientist ,,Yes,,Full Time,,yes
1162,No,travel rarely,,Technical Degree,M, research scientist ,,,No,Part Time,,yes
1163,No,travel rarely,,,M, research scientist ,,Yes,No,Part Time,,yes
1164,No,travel frequently,,Life Sciences,M, healthcare representative ,,,,Part Time,,no
1165,Yes,travel rarely, Sales ,Marketing,M, sales executive ,,Yes,,, sales executive  -  sales ,yes
1166,No,,,Other,F, sales representative ,Single,Yes,No,Part Time,,yes
1167,No,travel frequently,,Medical,M, laboratory technician ,,Yes,No,Part Time,,no
1168,No,travel rarely,,Life Sciences,M, manufacturing director ,,Yes,Yes,,,no
1169,No,,,Medical,M, laboratory technician ,,,No,Part Time,,no
1170,No,,,Life Sciences,F, research scientist ,Married,,Yes,Full Time,,yes
1171,No,, Research & Development ,Medical,M, research scientist ,Single,,No,Part Time, research scientist  -  research & development ,yes
1172,No,travel rarely, Research & Development ,Technical Degree,M, laboratory technician ,,Yes,,Part Time, laboratory technician  -  research & development ,yes
1173,No,,,,M, research scientist ,Divorced,Yes,,,,yes
1174,No,travel rarely,,Life Sciences,M, research scientist ,,,No,Part Time,,yes
1175,No,travel frequently,,,F, laboratory technician ,Single,Yes,,Part Time,,yes
1176,No,,,Medical,F, research scientist ,,,,Full Time,,yes
1177,No,,,,M, laboratory technician ,Married,Yes,,Part Time,,yes
1178,No,travel rarely,,Medical,M, manufacturing director ,Divorced,,,Part Time,,yes
1179,No,,,Technical Degree,F, healthcare representative ,,Yes,Yes,,,yes
1180,No,,,,M, healthcare representative ,Single,Yes,,Full Time,,yes
1181,No,,,Medical,F, research scientist ,Married,,No,,,no
1182,No,,,,F, research director ,,Yes,No,Full Time,,no
1183,Yes,, Sales ,Medical,M, sales executive ,Divorced,Yes,No,, sales executive  -  sales ,no
1184,Yes,,,,F, sales executive ,,,,Part Time,,yes
1185,No,,,,M, research director ,Married,,No,,,yes
1186,No,travel rarely,,,F, healthcare representative ,,Yes,No,Part Time,,yes
1187,No,,,Life Sciences,M, research director ,,Yes,No,Full Time,,no
1188,No,travel rarely,,Medical,M, human resources ,Divorced,,,,,yes
1189,No,travel frequently, Research & Development ,,M, research scientist ,Single,,,Part Time, research scientist  -  research & development ,yes
1190,No,travel rarely,,,F, research scientist ,,,,,,yes
1191,No,,,,M, research scientist ,,,Yes,Full Time,,yes
1192,Yes,,,Life Sciences,M, sales executive ,Married,Yes,,Part Time,,yes
1193,No,travel frequently,,Technical Degree,F, sales representative ,,Yes,No,Part Time,,no
1194,No,, Research & Development ,,M, research scientist ,Married,Yes,,Part Time, research scientist  -  research & development ,no
1195,No,,,,M, sales executive ,Divorced,Yes,No,,,yes
1196,No,travel rarely,,Life Sciences,F, sales representative ,Married,Yes,Yes,Part Time,,no
1197,No,travel rarely,,Medical,M, research director ,,,,Full Time,,no
1198,Yes,,,,M, laboratory technician ,,Yes,No,Part Time,,no
1199,No,travel frequently, Research & Development ,Life Sciences,M, research scientist ,Divorced,Yes,Yes,, research scientist  -  research & development ,no
1200,Yes,,,,F, laboratory technician ,Married,,,,,yes
1201,No,,,Medical,F, research scientist ,,Yes,Yes,Part Time,,yes
1202,No,travel rarely,,,M, research scientist ,Single,Yes,No,,,no
1203,No,travel rarely,,Marketing,M, sales representative ,Single,Yes,,Part Time,,yes
1204,No,,,,F, sales executive ,Divorced,,No,Part Time,,no
1205,Yes,,,,F, research scientist ,,,,Part Time,,yes
1206,No,,,,F, sales executive ,Single,Yes,No,Part Time,,no
1207,No,travel rarely, Research & Development ,Medical,F, manager ,,,Yes,Full Time, manager  -  research & development ,no
1208,No,travel rarely,,,M, manufacturing director ,Married,,Yes,Part Time,,yes
1209,No,travel rarely,,,M, research scientist ,,Yes,No,,,no
1210,No,,,Life Sciences,M, sales executive ,,,,,,no
1211,No,, Research & Development ,Technical Degree,M, laboratory technician ,,,,Part Time, laboratory technician  -  research & development ,no
1212,No,,,Life Sciences,F, research scientist ,Married,,No,,,yes
1213,Yes,travel rarely,,Medical,M, laboratory technician ,Married,Yes,,Part Time,,no
1214,No,, Sales ,,F, sales executive ,Single,,,Part Time, sales executive  -  sales ,yes
1215,No,travel frequently, Research & Development ,Medical,F, laboratory technician ,Married,,,Part Time, laboratory technician  -  research & development ,no
1216,No,travel rarely,,,M, research director ,,Yes,,Full Time,,yes
1217,Yes,travel frequently,,Life Sciences,M, laboratory technician ,,Yes,,Part Time,,no
1218,No,,,Life Sciences,M, sales executive ,,Yes,,Part Time,,no
1219,Yes,travel rarely, Human Resources ,,F, human resources ,Married,Yes,Yes,Part Time, human resources  -  human resources ,yes
1220,No,travel rarely,,Medical,F, research scientist ,Married,Yes,No,,,no
1221,No,travel frequently,,,M, human resources ,,,No,Part Time,,yes
1222,Yes,travel frequently, Research & Development ,,F, research scientist ,,Yes,Yes,Part Time, research scientist  -  research & development ,no
1223,No,,,,F, healthcare representative ,,,No,,,yes
1224,Yes,, Research & Development ,,M, laboratory technician ,,,No,Part Time, laboratory technician  -  research & development ,yes
1225,No,,,Medical,M, laboratory technician ,Divorced,,,,,no
1226,Yes,travel rarely,,,M, laboratory technician ,Single,,Yes,,,yes
1227,No,travel rarely,,Medical,F, laboratory technician ,,Yes,,,,yes
1228,No,travel rarely,,Life Sciences,M, laboratory technician ,Divorced,Yes,,,,yes
1229,No,,,,M, laboratory technician ,,,Yes,,,no
1230,No,travel rarely,,,M, research scientist ,Single,Yes,No,Part Time,,yes
1231,No,travel rarely,,Medical,M, laboratory technician ,,Yes,,Part Time,,no
1232,Yes,travel rarely,,Technical Degree,M, sales representative ,,,No,Part Time,,yes
1233,Yes,travel rarely,,,M, research scientist ,,,Yes,Part Time,,no
1234,No,, Research & Development ,Other,M, laboratory technician ,Divorced,Yes,,Part Time, laboratory technician  -  research & development ,yes
1235,No,,,Life Sciences,F, laboratory technician ,Divorced,Yes,,Part Time,,no
1236,Yes,,,Life Sciences,M, laboratory technician ,Single,,,,,no
1237,No,, Research & Development ,Life Sciences,M, research scientist ,Married,Yes,No,Full Time, research scientist  -  research & development ,no
1238,No,,,,M, laboratory technician ,,Yes,No,,,yes
1239,Yes,,,,M, laboratory technician ,,,,Part Time,,no
1240,No,non travel,,Medical,M, healthcare representative ,Married,,Yes,Part Time,,yes
1241,No,travel rarely,,,F, manager ,Divorced,,Yes,Full Time,,yes
1242,No,,,Life Sciences,M, research scientist ,,Yes,No,Part Time,,yes
1243,Yes,,,Medical,M, research scientist ,,,,Full Time,,yes
1244,No,travel rarely, Research & Development ,Life Sciences,F, laboratory technician ,,,No,, laboratory technician  -  research & development ,yes
1245,No,travel rarely, Research & Development ,Other,M, research director ,,Yes,Yes,Part Time, research director  -  research & development ,no
1246,No,,,,M, sales executive ,Married,,,,,yes
1247,No,,,Technical Degree,M, sales representative ,Divorced,Yes,No,Part Time,,no
1248,No,travel rarely,,Life Sciences,M, research scientist ,Single,Yes,No,Part Time,,yes
1249,Yes,, Research & Development ,Life Sciences,F, laboratory technician ,Single,Yes,Yes,, laboratory technician  -  research & development ,no
1250,No,,,Life Sciences,M, healthcare representative ,Divorced,Yes,No,Part Time,,no
1251,No,, Research & Development ,,F, laboratory technician ,Single,Yes,No,Part Time, laboratory technician  -  research & development ,no
1252,No,,,Life Sciences,F, research scientist ,,Yes,,Part Time,,yes
1253,No,,,Life Sciences,F, laboratory technician ,Divorced,,,Full Time,,no
1254,Yes,travel rarely, Sales ,Marketing,M, sales representative ,Single,,Yes,Part Time, sales representative  -  sales ,yes
1255,No,,,Life Sciences,M, laboratory technician ,,Yes,,Part Time,,yes
1256,No,,,,F, laboratory technician ,Single,,No,Part Time,,no
1257,No,,,,M, manufacturing director ,Married,Yes,No,,,yes
1258,No,,,,F, research scientist ,Married,Yes,Yes,Part Time,,no
1259,Yes,travel frequently,,,F, sales representative ,,Yes,No,Part Time,,yes
1260,Yes,travel rarely,,Life Sciences,M, laboratory technician ,Single,,,Part Time,,yes
1261,Yes,travel rarely,,,M, manufacturing director ,,Yes,Yes,Part Time,,yes
1262,No,travel rarely,,,M, manufacturing director ,,,,Full Time,,no
1263,Yes,,,Medical,M, healthcare representative ,Married,,Yes,Full Time,,no
1264,No,, Sales ,Life Sciences,F, manager ,Single,,Yes,Full Time, manager  -  sales ,no
1265,No,travel rarely,,Life Sciences,M, research scientist ,Married,,,Part Time,,yes
1266,No,travel rarely,,Medical,F, manager ,Divorced,,No,Full Time,,no
1267,No,travel rarely, Research & Development ,Life Sciences,M, research scientist ,Divorced,,,Part Time, research scientist  -  research & development ,yes
1268,No,,,,M, manager ,,,,Full Time,,no
1269,Yes,,,Medical,M, manufacturing director ,,,No,Full Time,,yes
1270,No,,,,M, research scientist ,Married,,No,Part Time,,yes
1271,Yes,travel rarely,,Life Sciences,M, laboratory technician ,Single,,,Part Time,,no
1272,No,travel rarely,,Medical,M, sales executive ,Married,Yes,No,Full Time,,yes
1273,No,travel rarely, Research & Development ,Medical,M, healthcare representative ,,Yes,No,Part Time, healthcare representative  -  research & development ,yes
1274,No,travel rarely,,Medical,F, sales executive ,,Yes,Yes,Full Time,,no
1275,Yes,travel frequently,,Life Sciences,M, laboratory technician ,,,Yes,Full Time,,yes
1276,No,,,Technical Degree,M, research scientist ,Single,Yes,,Part Time,,yes
1277,Yes,, Research & Development ,,M, laboratory technician ,Single,Yes,No,, laboratory technician  -  research & development ,yes
1278,No,,,Life Sciences,M, laboratory technician ,Married,,No,Part Time,,yes
1279,No,,,,F, sales representative ,,Yes,No,Part Time,,no
1280,Yes,travel rarely,,,F, sales executive ,Married,Yes,Yes,,,yes
1281,No,travel rarely, Research & Development ,,F, healthcare representative ,,Yes,No,Part Time, healthcare representative  -  research & development ,yes
1282,No,travel frequently,,Medical,M, sales representative ,,,No,Part Time,,no
1283,No,travel rarely,,,F, research director ,Single,Yes,No,Full Time,,no
1284,No,,,,F, laboratory technician ,Married,Yes,No,Part Time,,yes
1285,No,travel rarely,,Medical,F, manager ,Married,Yes,,Part Time,,yes
1286,No,travel rarely, Research & Development ,,M, healthcare representative ,,,,Full Time, healthcare representative  -  research & development ,no
1287,No,non travel,,Medical,F, sales executive ,,Yes,,,,yes
1288,Yes,travel rarely,,Marketing,F, sales representative ,Single,,,Full Time,,no
1289,No,, Research & Development ,Medical,F, manufacturing director ,Married,,,Part Time, manufacturing director  -  research & development ,yes
1290,Yes,travel rarely, Sales ,Life Sciences,F, sales representative ,Single,Yes,,, sales representative  -  sales ,no
1291,No,,,Technical Degree,M, sales representative ,,,,,,yes
1292,Yes,travel frequently,,,M, research scientist ,Single,Yes,Yes,Part Time,,no
1293,No,travel rarely,,,M, manufacturing director ,Single,Yes,,Part Time,,yes
1294,No,travel rarely,,,F, laboratory technician ,Married,,No,,,yes
1295,No,travel rarely,,,M, laboratory technician ,,Yes,,Part Time,,no
1296,No,travel frequently,,,M, laboratory technician ,Married,Yes,Yes,Part Time,,no
1297,Yes,,,Technical Degree,M, human resources ,Single,Yes,No,Part Time,,yes
1298,No,travel rarely,,,M, manager ,Divorced,Yes,No,Full Time,,yes
1299,No,travel rarely,,Medical,F, manufacturing director ,,,,Part Time,,yes
1300,No,travel rarely,,Life Sciences,F, laboratory technician ,Single,Yes,,Part Time,,no
1301,Yes,travel frequently,,,M, healthcare representative ,,Yes,No,Part Time,,yes
1302,Yes,travel frequently,,Marketing,M, sales representative ,,,Yes,Part Time,,no
1303,No,,,Other,M, sales executive ,,,No,Part Time,,yes
1304,No,,,,M, sales executive ,,,,Part Time,,yes
1305,Yes,travel rarely, Research & Development ,,M, laboratory technician ,Single,,Yes,, laboratory technician  -  research & development ,yes
1306,No,,,,F, healthcare representative ,,,No,,,yes
1307,No,,,Other,M, laboratory technician ,Married,Yes,No,Part Time,,yes
1308,Yes,travel frequently,,,M, sales representative ,Married,Yes,No,Part Time,,yes
1309,No,travel rarely,,Marketing,M, sales executive ,Married,,,Full Time,,no
1310,No,travel rarely, Research & Development ,Life Sciences,F, research scientist ,,,No,Part Time, research scientist  -  research & development ,yes
1311,No,,,Other,M, research director ,Divorced,Yes,,Full Time,,no
1312,No,,,Life Sciences,F, research scientist ,,,No,Part Time,,yes
1313,No,, Sales ,Marketing,M, sales executive ,Divorced,Yes,,Part Time, sales executive  -  sales ,no
1314,No,,,,F, research scientist ,,,No,Part Time,,no
1315,No,, Sales ,Medical,F, sales executive ,,Yes,No,Part Time, sales executive  -  sales ,no
1316,Yes,,,Medical,M, research scientist ,Single,,,Part Time,,yes
1317,No,non travel,,,M, laboratory technician ,,Yes,No,,,no
1318,No,,,Life Sciences,M, research scientist ,Single,Yes,No,Part Time,,yes
1319,No,,,,F, manufacturing director ,Single,,Yes,Part Time,,yes
1320,No,,,,M, sales representative ,Single,Yes,No,Part Time,,no
1321,No,,,,F, healthcare representative ,Divorced,Yes,No,Part Time,,yes
1322,No,travel rarely,,Medical,M, research scientist ,Married,,Yes,,,yes
1323,No,travel rarely,,Life Sciences,F, manufacturing director ,,,No,Part Time,,yes
1324,Yes,,,Life Sciences,M, laboratory technician ,,,Yes,,,no
1325,No,,,Life Sciences,M, laboratory technician ,Divorced,Yes,No,Part Time,,no
1326,Yes,travel rarely,,Life Sciences,F, laboratory technician ,Married,,,Part Time,,yes
1327,No,travel frequently,,Medical,M, laboratory technician ,,Yes,No,Part Time,,yes
1328,No,travel rarely, Research & Development ,,F, manufacturing director ,Single,Yes,,Part Time, manufacturing director  -  research & development ,yes
1329,No,,,,F, research scientist ,,,No,Part Time,,yes
1330,No,,,Medical,M, research scientist ,Married,,,Part Time,,yes
1331,No,,,Marketing,M, sales executive ,,Yes,,Part Time,,yes
1332,No,,,Life Sciences,M, laboratory technician ,Divorced,,No,Part Time,,yes
1333,No,travel rarely,,Marketing,M, sales executive ,Married,,,Full Time,,yes
1334,No,,,,M, sales executive ,Single,,Yes,Part Time,,no
1335,Yes,travel rarely,,,M, laboratory technician ,,Yes,,Part Time,,yes
1336,Yes,travel frequently,,,M, laboratory technician ,Divorced,Yes,,Part Time,,yes
1337,No,travel rarely,,,F, manufacturing director ,Divorced,Yes,No,Part Time,,no
1338,Yes,travel rarely, Research & Development ,Other,F, research scientist ,Single,,No,Part Time, research scientist  -  research & development ,no
1339,No,,,Life Sciences,M, laboratory technician ,,Yes,No,Part Time,,yes
1340,No,,,,F, healthcare representative ,Divorced,Yes,,Full Time,,no
1341,No,,,Medical,M, research scientist ,Married,,,Part Time,,no
1342,No,non travel,,Life Sciences,F, laboratory technician ,Married,,No,Part Time,,yes
1343,Yes,,,Marketing,M, sales representative ,Married,Yes,Yes,Part Time,,no
1344,No,, Sales ,Marketing,M, sales executive ,Divorced,,No,Part Time, sales executive  -  sales ,yes
1345,Yes,,,Other,M, sales representative ,Single,Yes,Yes,Part Time,,no
1346,Yes,travel rarely, Research & Development ,Technical Degree,M, laboratory technician ,Single,Yes,,Part Time, laboratory technician  -  research & development ,no
1347,No,travel rarely,,,F, healthcare representative ,,,,Part Time,,yes
1348,Yes,travel rarely,,,M, research scientist ,Single,Yes,No,Part Time,,no
1349,Yes,non travel,,,F, sales executive ,Single,,,Full Time,,yes
1350,Yes,travel rarely,,,F, research scientist ,Single,,Yes,Part Time,,yes
1351,No,travel rarely,,Life Sciences,F, sales executive ,Single,Yes,Yes,,,no
1352,No,,,,M, research scientist ,,,No,Part Time,,yes
1353,Yes,,,Medical,F, research scientist ,,,Yes,Part Time,,no
1354,No,,,,M, manager ,,,No,Full Time,,yes
1355,No,travel rarely, Research & Development ,,M, laboratory technician ,Married,,No,, laboratory technician  -  research & development ,yes
1356,Yes,travel rarely,,Medical,F, healthcare representative ,,,No,Part Time,,yes
1357,No,,,Life Sciences,M, sales executive ,,,Yes,,,no
1358,Yes,,,,M, laboratory technician ,Divorced,,,Part Time,,yes
1359,No,travel rarely, Sales ,Medical,M, sales representative ,Married,Yes,No,, sales representative  -  sales ,yes
1360,No,,,,M, sales executive ,,Yes,No,Part Time,,yes
1361,Yes,travel rarely, Research & Development ,,F, laboratory technician ,Single,,No,Part Time, laboratory technician  -  research & development ,yes
1362,Yes,travel rarely,,,M, research scientist ,Married,,,Part Time,,no
1363,No,, Sales ,,F, sales executive ,Divorced,,Yes,Part Time, sales executive  -  sales ,no
1364,Yes,, Research & Development ,Medical,M, laboratory technician ,Divorced,,No,, laboratory technician  -  research & development ,no
1365,Yes,,,,M, sales executive ,Single,Yes,Yes,Part Time,,yes
1366,No,,,,M, research scientist ,,Yes,No,Part Time,,yes
1367,No,travel rarely,,Marketing,M, sales executive ,Single,Yes,No,Part Time,,yes
1368,No,,,,M, laboratory technician ,,,,Part Time,,no
1369,Yes,,,,M, laboratory technician ,Single,,No,Part Time,,yes
1370,No,,,,M, laboratory technician ,,,Yes,Full Time,,no
1371,No,travel rarely, Research & Development ,Medical,M, laboratory technician ,,Yes,No,Part Time, laboratory technician  -  research & development ,yes
1372,No,, Sales ,,F, sales representative ,,,,Full Time, sales representative  -  sales ,yes
1373,Yes,,,Life Sciences,M, research scientist ,Married,,Yes,Full Time,,yes
1374,No,non travel,,,M, research scientist ,Single,Yes,No,Part Time,,yes
1375,Yes,non travel,,Life Sciences,M, research scientist ,,,No,Part Time,,yes
1376,No,travel frequently,,,M, sales executive ,,,No,Part Time,,no
1377,Yes,,,Life Sciences,F, laboratory technician ,,,,Part Time,,yes
1378,No,travel frequently,,Medical,F, research director ,Married,,Yes,,,no
1379,No,, Research & Development ,Medical,M, manager ,Married,,,Full Time, manager  -  research & development ,yes
1380,No,travel rarely,,Technical Degree,M, laboratory technician ,Single,Yes,,,,yes
1381,No,travel rarely, Research & Development ,,M, healthcare representative ,,,,Part Time, healthcare representative  -  research & development ,yes
1382,No,, Research & Development ,Life Sciences,M, research director ,Single,,No,, research director  -  research & development ,yes
1383,No,,,Technical Degree,F, research scientist ,,,No,Part Time,,yes
1384,No,,,Life Sciences,F, research scientist ,Single,Yes,,Part Time,,yes
1385,No,,,,M, research scientist ,,Yes,No,Part Time,,no
1386,Yes,travel frequently,,,M, sales representative ,Single,Yes,Yes,,,yes
1387,No,,,Medical,F, research scientist ,Married,Yes,Yes,Part Time,,no
1388,No,travel frequently,,Medical,F, laboratory technician ,Single,Yes,,Full Time,,no
1389,No,travel frequently,,Medical,F, manager ,,,,Full Time,,no
1390,No,,,Medical,F, sales representative ,Married,,,Part Time,,yes
1391,No,non travel,,,F, laboratory technician ,Single,Yes,,Part Time,,no
1392,Yes,travel frequently,,,F, sales representative ,Single,,No,Part Time,,yes
1393,Yes,travel frequently,,Life Sciences,F, sales representative ,Single,,,Part Time,,no
1394,Yes,travel rarely,,Life Sciences,F, research scientist ,,Yes,,Part Time,,no
1395,No,travel rarely,,Life Sciences,M, laboratory technician ,Married,,,Part Time,,no
1396,Yes,,,,F, laboratory technician ,Single,,Yes,,,yes
1397,No,travel frequently,,Marketing,F, sales executive ,Married,,,Part Time,,no
1398,No,, Research & Development ,,M, research scientist ,,Yes,,Part Time, research scientist  -  research & development ,no
1399,No,travel rarely,,Life Sciences,M, sales representative ,,,No,Part Time,,yes
1400,Yes,travel frequently,,,M, laboratory technician ,,,,Part Time,,no
1401,No,,,,F, sales representative ,Married,Yes,,Part Time,,yes
1402,Yes,,,Medical,M, laboratory technician ,Single,,No,Part Time,,yes
1403,No,travel rarely,,Life Sciences,M, research scientist ,,Yes,,Part Time,,no
1404,No,,,,M, healthcare representative ,,Yes,,,,yes
1405,No,travel rarely,,,F, manufacturing director ,Single,Yes,,Part Time,,no
1406,No,,,Medical,M, laboratory technician ,Married,Yes,,Full Time,,yes
1407,No,travel rarely,,,M, research scientist ,Married,,No,Part Time,,no
1408,No,travel rarely,,,M, laboratory technician ,,,No,Part Time,,no
1409,Yes,travel rarely,,,F, laboratory technician ,,,,,,yes
1410,No,,,Medical,M, research scientist ,Single,Yes,,Full Time,,no
1411,No,travel rarely,,,F, research scientist ,,Yes,,Part Time,,yes
1412,No,travel rarely,,Life Sciences,F, sales executive ,Single,,No,Full Time,,yes
1413,No,,,Marketing,M, manager ,,Yes,Yes,Full Time,,no
1414,No,travel rarely,,,M, manager ,,,No,Full Time,,no
1415,No,,,Life Sciences,M, laboratory technician ,,,No,,,no
1416,No,travel rarely,,Life Sciences,M, manager ,,Yes,,Full Time,,no
1417,Yes,travel frequently, Sales ,Medical,F, sales representative ,Single,,Yes,Part Time, sales representative  -  sales ,yes
1418,No,,,,M, sales executive ,Divorced,,Yes,Part Time,,yes
1419,No,,,Life Sciences,F, sales executive ,,,No,Part Time,,yes
1420,No,travel rarely,,,M, sales executive ,Single,,,Part Time,,yes
1421,No,travel rarely,,,F, laboratory technician ,,,,Full Time,,yes
1422,Yes,travel rarely,,Life Sciences,M, laboratory technician ,Single,,No,Part Time,,yes
1423,No,,,,M, healthcare representative ,Divorced,,No,Full Time,,no
1424,Yes,,,,M, human resources ,Married,,No,,,yes
1425,No,travel rarely,,Life Sciences,F, manufacturing director ,,,Yes,,,yes
1426,No,travel rarely,,,M, research scientist ,Married,Yes,No,,,yes
1427,No,non travel,,Marketing,M, sales executive ,,Yes,No,Part Time,,yes
1428,Yes,travel rarely, Sales ,,M, sales executive ,Single,,,Full Time, sales executive  -  sales ,no
1429,No,travel rarely,,Life Sciences,F, human resources ,,,,,,yes
1430,No,,,,M, research scientist ,Married,,Yes,Part Time,,no
1431,Yes,,,,F, sales executive ,,,Yes,Part Time,,yes
1432,Yes,travel rarely,,,M, sales executive ,Married,,,,,yes
1433,No,travel rarely,,Technical Degree,F, research scientist ,Divorced,,,Part Time,,yes
1434,No,,,,M, healthcare representative ,Married,Yes,No,Part Time,,no
1435,No,travel rarely,,Medical,M, healthcare representative ,Married,,,Part Time,,yes
1436,Yes,,,Technical Degree,M, research scientist ,,,Yes,Part Time,,no
1437,No,travel rarely,,,M, research director ,Married,,No,Full Time,,no
1438,Yes,,,Marketing,M, sales representative ,Single,,,,,yes
1439,Yes,travel rarely,,Medical,F, laboratory technician ,,,Yes,Part Time,,yes
1440,No,travel rarely,,Other,M, human resources ,Divorced,Yes,No,Part Time,,yes
1441,No,travel rarely,,,M, healthcare representative ,Married,,No,Part Time,,no
1442,No,,,,F, research scientist ,Single,,,,,yes
1443,Yes,travel rarely,,Human Resources,M, human resources ,Married,,No,Full Time,,yes
1444,No,travel rarely,,,F, research scientist ,,Yes,Yes,,,yes
