,attrition,businesstravel,department,educationfield,gender,jobrole,maritalstatus,over18,overtime,standardhours,roledepartament,remotework
861,No,travel_rarely,,,1, mAnUFacTuriNg dIRECTOR ,Married,Y,No,,,0
862,No,,,,0, lABoratorY TEChniciAN ,,,No,Part Time,,0
863,No,travel_rarely,,,0, rEsEarch ScIENTiSt ,Married,,No,,,1
864,No,travel_rarely,,,0, reseArcH sciENTIst ,Single,Y,No,Full Time,,0
865,No,non-travel,,Medical,1, RESEarCh DireCTor ,divorced,Y,Yes,Part Time,,0
866,No,travel_rarely,,Life Sciences,0, HEaltHcARe REprEsEnTaTIVE ,,,,Part Time,,False
867,Yes,travel_rarely,,Medical,0, lABOratOry teCHNiCIan ,Divorced,,Yes,Part Time,,False
868,No,,,Life Sciences,1, ReSEaRCh DIrECTOr ,Single,Y,Yes,Full Time,,True
869,No,travel_frequently, Sales ,,1, SaLeS REPRESENtATIvE ,Divorced,,,Part Time, SaLeS REPRESENtATIvE  -  Sales ,True
870,No,travel_frequently,,Medical,0, REseARch sCIENtIst ,Married,Y,,Part Time,,0
871,No,travel_rarely, Research & Development ,,0, ResEArch SciEntiST ,Marreid,,,Part Time, ResEArch SciEntiST  -  Research & Development ,1
872,No,travel_rarely,,Human Resources,0, hUmAN rESOuRCEs ,,Y,No,Full Time,,False
873,No,, Research & Development ,,0, ReSEaRCh SCIEnTist ,,Y,,Part Time, ReSEaRCh SCIEnTist  -  Research & Development ,True
874,Yes,,,Medical,0, reSeARcH SCienTist ,,,No,Part Time,,False
875,Yes,,,Medical,0, rESEARCH scieNTiST ,Married,Y,Yes,,,True
876,No,travel_rarely,,,0, rEsEArcH dirECtoR ,Married,Y,,Full Time,,False
877,No,,,Other,0, lAborATorY TecHNIciAN ,,,No,Full Time,,True
878,No,,,Medical,0, ManUFaCTURing dIRectOR ,,Y,No,,,Yes
879,No,,,,0, REsEaRch scIeNtIsT ,,Y,,Full Time,,0
880,No,travel_rarely, Human Resources ,,0, hUmAn REsOurCES ,Divorced,Y,Yes,, hUmAn REsOurCES  -  Human Resources ,False
881,No,, Sales ,,1, sALeS EXecuTIVe ,,,,, sALeS EXecuTIVe  -  Sales ,0
882,Yes,,,,1, sALEs rEPrESENtaTIVE ,Single,,,Part Time,,Yes
883,No,travel_rarely,,Medical,0, heaLtHcare REpRESEntAtIvE ,,,No,,,1
884,No,,,,0, sALes rePrESenTaTiVe ,Single,,,,,1
885,No,travel_rarely,,Life Sciences,0, resEaRCH SCieNtiSt ,,Y,,Part Time,,True
886,No,, Research & Development ,,0, ReseArCh SciENTIsT ,,,No,Part Time, ReseArCh SciENTIsT  -  Research & Development ,0
887,No,travel_rarely,,,0, LaBoRatORY TECHNiCian ,,,No,Part Time,,1
888,No,travel_rarely,,Other,0, hEalTHcare ReprEseNtAtIve ,Single,Y,No,Full Time,,Yes
889,No,travel_rarely,,,1, rESeaRCh ScIentISt ,Married,,No,Part Time,,Yes
890,Yes,non-travel,,Marketing,0, sAleS EXeCUtiVe ,,,Yes,Part Time,,1
891,No,,,Marketing,1, SALES exeCuTIve ,Divorced,,Yes,Part Time,,True
892,No,,,,1, lABOrAToRY TECHnIciAN ,,Y,No,Part Time,,Yes
893,No,,,Medical,0, REsEarCh DirECtOr ,Married,Y,,Full Time,,0
894,No,,,,1, SaLes exEcUtiVE ,Married,Y,No,Full Time,,1
895,No,,,,0, LABORATOry TecHNIciAN ,,Y,,,,True
896,No,travel_rarely,,Other,1, hEAlTHCaRe ReprESEnTaTive ,,,Yes,Part Time,,1
897,No,travel_rarely,,,0, LABOrAtORY teChNicIaN ,Married,Y,No,Part Time,,0
898,Yes,travel_rarely,,Medical,0, LaBoRATorY tEChniCIAN ,Married,Y,No,Part Time,,Yes
899,No,,,Life Sciences,0, reseARch scIEnTIst ,Married,,No,Part Time,,1
900,No,travel_rarely,,Life Sciences,1, MAnAGeR ,Married,Y,No,Full Time,,False
901,Yes,travel_frequently,,,1, saLES REPrEsentATivE ,,,No,Part Time,,True
902,No,travel_rarely,,Life Sciences,1, REseARcH sCiENTist ,Divorced,,No,Part Time,,1
903,No,,,,0, rEseArch DiRECTOr ,,,No,Full Time,,Yes
904,Yes,,,Technical Degree,1, rEseARcH sCIENTIST ,Married,Y,No,Part Time,,0
905,No,,,Life Sciences,0, RESEaRCh dIreCtOr ,Married,Y,No,Full Time,,0
906,No,,,Marketing,1, Sales EXeCutIvE ,,Y,,,,0
907,No,travel_rarely, Sales ,Marketing,0, sALes rEprESentAtIvE ,Single,Y,,Part Time, sALes rEprESentAtIvE  -  Sales ,True
908,Yes,travel_frequently, Human Resources ,,1, humaN reSOUrcEs ,Divorced,,Yes,Part Time, humaN reSOUrcEs  -  Human Resources ,False
909,No,,,Other,0, lAbOratOrY teCHnICiaN ,Married,,No,Part Time,,Yes
910,Yes,, Research & Development ,Technical Degree,0, lAboRatOrY TechNiCiAn ,Single,Y,No,Full Time, lAboRatOrY TechNiCiAn  -  Research & Development ,1
911,No,travel_rarely,,Technical Degree,0, MAnUfACturINg DIrecTOR ,Divorced,Y,No,Part Time,,Yes
912,No,travel_frequently, Research & Development ,Medical,1, HeAlthcaRE rEPrEseNTaTIVE ,Married,,No,, HeAlthcaRE rEPrEseNTaTIVE  -  Research & Development ,1
913,Yes,, Sales ,Other,0, sALeS eXecuTIvE ,,,,Part Time, sALeS eXecuTIvE  -  Sales ,1
914,No,,,Medical,0, SALes REpResENTaTIVE ,,,No,,,0
915,No,travel_rarely,,,0, LabOrAtOrY TechNIcIaN ,Single,Y,No,Part Time,,False
916,No,,,Life Sciences,1, healTHCaRe rePreSenTAtiVE ,Married,Y,No,Part Time,,1
917,No,travel_rarely,,,1, ManageR ,Married,,No,Full Time,,1
918,No,travel_rarely,,,1, hUMaN rESOuRCeS ,,,No,Part Time,,True
919,No,, Sales ,,1, SALeS RepREsEnTatiVe ,,,Yes,Part Time, SALeS RepREsEnTatiVe  -  Sales ,True
920,No,,,Technical Degree,0, SalES RePrESenTAtiVe ,,,,Full Time,,True
921,No,travel_rarely,,,0, MaNaGeR ,,Y,,,,Yes
922,No,travel_rarely,,Medical,0, rEsEArcH scIeNTiSt ,Married,Y,,Part Time,,True
923,No,travel_rarely,,,1, LABOraTOry TECHNiCIAn ,,Y,Yes,,,0
924,No,,,Medical,0, mAnuFACturiNG dIreCtoR ,,Y,Yes,Full Time,,1
925,No,,,Medical,0, researCh ScIeNtIsT ,Single,Y,,Part Time,,True
926,No,travel_rarely,,,0, reSearCH sCIEnTIst ,,,,Part Time,,False
927,No,,,Life Sciences,0, SaLeS eXeCuTIve ,,,No,Part Time,,0
928,No,,,,0, sAles EXEcuTIVE ,Marreid,Y,,Full Time,,Yes
929,Yes,travel_rarely,,Life Sciences,1, SALes EXECUTivE ,Single,,No,Part Time,,Yes
930,No,travel_rarely,,,0, SaLES EXecutIvE ,Single,Y,No,Full Time,,0
931,No,,,Marketing,0, SALES rEPrESENtaTIVE ,Married,,No,Part Time,,True
932,No,non-travel,,,0, lAboRATOrY tEChNiCiaN ,Single,,,Full Time,,0
933,No,travel_frequently,,,1, salES execUTiVe ,Divorced,Y,Yes,Full Time,,Yes
934,Yes,,,,0, resEarcH SCienTiSt ,Divorced,,,Part Time,,1
935,No,travel_frequently,,Life Sciences,0, sAleS ExeCUTIVE ,Married,Y,,Part Time,,True
936,No,,,,1, resEarcH sCiENTiST ,Single,,,Part Time,,0
937,No,, Sales ,,0, SaLes rePrESENTaTivE ,,Y,No,, SaLes rePrESENTaTivE  -  Sales ,0
938,No,,,,0, laboraToRy tECHniCIaN ,Single,Y,,Part Time,,False
939,No,travel_rarely, Research & Development ,Medical,0, rESEaRch sCientISt ,Single,Y,,Part Time, rESEaRch sCientISt  -  Research & Development ,0
940,Yes,,,Medical,0, mANAgER ,,,Yes,,,False
941,No,travel_frequently,,Life Sciences,1, lABoRatory teCHNiCiaN ,,,No,Part Time,,1
942,No,travel_rarely,,,1, REseARCh SCiEntiST ,Single,,No,,,False
943,No,,,Marketing,0, saLes eXECutIve ,Married,Y,,Part Time,,Yes
944,No,travel_rarely,,,1, SaLEs repreSentative ,,,No,,,True
945,No,travel_rarely,,,0, LAbOratory TeChNicIAn ,Married,Y,No,Part Time,,Yes
946,No,,,,1, SAles ExECuTIve ,,Y,No,,,1
947,No,travel_rarely, Research & Development ,Life Sciences,1, laBORatoRy TEcHnician ,,Y,,Part Time, laBORatoRy TEcHnician  -  Research & Development ,Yes
948,Yes,travel_rarely,,Marketing,1, SALeS eXEcuTive ,Single,Y,,Part Time,,False
949,No,travel_rarely, Research & Development ,,1, ReSeaRch SCIentiST ,Single,Y,No,Part Time, ReSeaRch SCIentiST  -  Research & Development ,False
950,Yes,,,,0, ReSEaRcH SCIeNtIsT ,Single,Y,No,Full Time,,1
951,No,travel_rarely,,Human Resources,0, humaN ReSOuRCes ,Married,Y,,Part Time,,1
952,No,travel_frequently, Research & Development ,,1, RESEarch ScieNtIst ,Single,,No,Part Time, RESEarch ScieNtIst  -  Research & Development ,True
953,No,,,,0, humAn resourCeS ,,,,,,False
954,No,travel_rarely,,,0, HeALTHcARE RePrESEnTativE ,Single,Y,,Full Time,,Yes
955,No,,,Life Sciences,0, sAlES eXecUtivE ,Divorced,,,Part Time,,True
956,No,,,,1, sALes ExEcUtiVE ,Married,Y,Yes,Full Time,,0
957,No,,,Life Sciences,0, MANUfactUrING DIRECtOr ,,,,Part Time,,0
958,No,travel_rarely,,Life Sciences,0, LAbORaToRY TecHNICiAn ,,,Yes,Part Time,,False
959,Yes,travel_frequently,,Life Sciences,1, rEseArcH SCiEntist ,Divorced,Y,,Part Time,,True
960,No,,,,0, sAleS execUTIVE ,,Y,No,Part Time,,0
961,No,travel_rarely,,Technical Degree,1, ResEArch scIEntIsT ,,,No,,,False
962,No,non-travel,,Life Sciences,0, labORatOry TEcHniCIAn ,,,,Part Time,,False
963,No,travel_rarely, Sales ,Marketing,0, sALeS RePresenTAtivE ,,,,Full Time, sALeS RePresenTAtivE  -  Sales ,1
964,Yes,travel_rarely,,Medical,1, sAlES REPreSentAtiVe ,,Y,Yes,Part Time,,0
965,No,travel_frequently,,Life Sciences,1, hEaLtHCaRE rEPReSeNTAtIvE ,Married,Y,,,,1
966,No,travel_rarely,,Medical,0, SAlES exEcuTiVE ,Single,,,Part Time,,False
967,Yes,travel_rarely,,,1, SaLEs repReSEnTATiVE ,Single,Y,,Part Time,,1
968,No,,,Life Sciences,1, SALeS RePreSenTATiVe ,Single,,Yes,,,1
969,Yes,travel_rarely,,Life Sciences,1, mAnuFACTuRinG diReCToR ,Married,Y,Yes,Part Time,,True
970,No,,,Medical,1, ResEARch SCIENtIST ,Divorced,,No,Part Time,,Yes
971,Yes,, Research & Development ,Medical,0, LABORAToRy tEchNICiAn ,Married,,,Part Time, LABORAToRy tEchNICiAn  -  Research & Development ,Yes
972,No,travel_rarely, Research & Development ,,0, ResEArch sCIEnTiST ,Single,Y,,Part Time, ResEArch sCIEnTiST  -  Research & Development ,False
973,No,travel_rarely, Research & Development ,Other,0, ReSEArcH sCIeNtist ,Single,Y,,Part Time, ReSEArcH sCIeNtist  -  Research & Development ,1
974,No,travel_rarely,,,1, SalES eXEcuTIvE ,,,,,,Yes
975,Yes,,,Medical,0, resEarcH ScIENTIsT ,Single,,Yes,Part Time,,0
976,No,travel_rarely,,Life Sciences,1, rEseaRcH scIEnTiST ,Single,Y,,Full Time,,0
977,No,,,,1, LABorATORY tecHNICiaN ,Marreid,Y,No,Part Time,,False
978,Yes,travel_rarely,,,1, rESeaRCH sCIenTisT ,Married,Y,,Part Time,,1
979,No,,,Medical,1, MANuFActurING dIRectOr ,Divorced,Y,No,Part Time,,0
980,Yes,travel_rarely, Research & Development ,Other,0, LaBoRaTory techNICIAN ,Divorced,Y,Yes,Part Time, LaBoRaTory techNICIAN  -  Research & Development ,0
981,Yes,,,,1, LaBORATORY TechNiCIAn ,,,,Part Time,,True
982,No,travel_rarely, Research & Development ,,0, hEaLThcARE rEpresEntATiVE ,,Y,No,, hEaLThcARE rEpresEntATiVE  -  Research & Development ,Yes
983,No,travel_rarely,,Medical,1, MAnUFaCturinG DiReCtOR ,,Y,,,,False
984,No,, Research & Development ,,1, mANufActuRIng DirECTOR ,,Y,,Part Time, mANufActuRIng DirECTOR  -  Research & Development ,Yes
985,No,travel_rarely, Research & Development ,Other,0, laBOraTOrY TecHNIcIan ,,,No,Full Time, laBOraTOrY TecHNIcIan  -  Research & Development ,0
986,Yes,non-travel,,Medical,0, SAleS ExeCutiVE ,Single,Y,No,Part Time,,Yes
987,No,non-travel, Sales ,Life Sciences,1, sALES ReprEsentatiVE ,,Y,,Part Time, sALES ReprEsentatiVE  -  Sales ,False
988,Yes,,,Life Sciences,0, rEsEaRCH SCIenTiSt ,Married,Y,,Part Time,,1
989,No,travel_frequently,,,0, ReseaRCH SciEntISt ,,Y,No,,,False
990,No,,,Medical,0, RESeArCH dIrEcTOR ,,,No,Full Time,,True
991,Yes,,,Marketing,1, SALES RePrEsenTatIVE ,Single,Y,Yes,Part Time,,1
992,No,,,Other,0, mAnUfACtURInG DiRECTor ,Marreid,,,,,0
993,No,non-travel,,,0, LAboRaToRY tEchNiciAN ,Married,,,Part Time,,0
994,No,,,,0, MANufacTuRING DIrECtOr ,Married,,No,Part Time,,Yes
995,No,travel_rarely,,Life Sciences,0, healtHCare RePrEseNtAtIvE ,,,No,,,1
996,No,,,Life Sciences,0, LAbORATORy technIciAn ,,,No,,,Yes
997,No,,,Life Sciences,0, heaLtHcARe rePRESEntatIVe ,,Y,No,,,1
998,Yes,,,Medical,0, REseARCh SCIenTist ,Single,,Yes,Part Time,,False
999,No,,,Life Sciences,1, SaleS eXeCuTIvE ,Married,Y,No,Part Time,,0
1000,No,,,,1, ResEarCH scIeNtiST ,Single,Y,Yes,Part Time,,True
1001,No,travel_frequently,,,0, SALEs REPREsEntatIve ,Married,,No,,,1
1002,No,,,Marketing,0, salES eXECuTive ,Divorced,,,,,Yes
1003,No,,,,0, mAnUfACTURing dIreCToR ,Single,,No,,,1
1004,Yes,,,,1, salEs ExeCUTIvE ,Single,,,Full Time,,False
1005,Yes,, Research & Development ,Medical,0, laBoRatoRy TEChNICiAN ,,,No,Part Time, laBoRatoRy TEChNICiAN  -  Research & Development ,1
1006,No,travel_rarely,,,1, HEaltHcARE rEPReSeNtativE ,,Y,No,Full Time,,True
1007,No,travel_rarely,,,0, ResEARCH sCIEnTisT ,Married,Y,No,Part Time,,1
1008,No,travel_frequently,,Other,0, lABORaTOry TEcHnICIaN ,Married,,,Part Time,,True
1009,No,,,,1, MAnAGEr ,Divorced,Y,No,Full Time,,True
1010,No,, Research & Development ,Medical,1, ReSEarch scIeNTIsT ,,,Yes,Part Time, ReSEarch scIeNTIsT  -  Research & Development ,1
1011,No,travel_rarely,,,0, lABOrAtOry tEChNician ,Single,,,Part Time,,1
1012,No,travel_frequently,,,1, mAnaGeR ,,,No,Full Time,,True
1013,No,,,Life Sciences,0, rESEArcH diReCTOr ,,Y,,Full Time,,Yes
1014,No,,,Other,1, LAboRaTory TEChNiCiaN ,Married,Y,No,Part Time,,1
1015,No,,,,1, SalES eXEcUtive ,Married,,,Part Time,,0
1016,No,,,Life Sciences,1, RESeARcH sCIeNTist ,Divorced,Y,No,Full Time,,1
1017,Yes,travel_frequently,,,1, LaboratoRy teCHNIcian ,,,,,,1
1018,No,travel_rarely,,Marketing,1, saLEs ExecUtive ,,,,Part Time,,Yes
1019,No,,,Medical,0, LaBoRaToRy tEChniciAN ,Single,,Yes,Part Time,,0
1020,No,travel_rarely,,Life Sciences,0, RESEARcH sCIENTIsT ,Married,,Yes,Part Time,,False
1021,No,travel_frequently,,Life Sciences,0, lAbOrATORy tEChNiciAn ,Married,,,Full Time,,0
1022,No,travel_rarely,,Technical Degree,0, ResEARCH scIENTISt ,Single,Y,,Part Time,,0
1023,No,, Research & Development ,Medical,1, researCh SCientIsT ,Single,Y,,Part Time, researCh SCientIsT  -  Research & Development ,False
1024,No,,,Life Sciences,0, reseARcH sCiEntiST ,,Y,,Part Time,,1
1025,Yes,,,Medical,0, rEseArCh scIENtiST ,Single,Y,,Full Time,,False
1026,No,travel_rarely,,Technical Degree,1, laborAtOry tEChnICiAn ,Married,Y,No,,,True
1027,No,,,Life Sciences,1, REseaRch dIrECtor ,Marreid,,,Full Time,,1
1028,No,,,Medical,0, sALeS EXecuTIVe ,Single,,No,Part Time,,1
1029,Yes,,,,1, SaLES REPrEsENTAtivE ,,,Yes,Part Time,,False
1030,Yes,,,Life Sciences,0, laBorATorY TeChniCiAN ,,Y,No,,,Yes
1031,No,non-travel, Research & Development ,,0, ReseaRch scIENTisT ,Divorced,,No,, ReseaRch scIENTisT  -  Research & Development ,True
1032,No,travel_rarely, Research & Development ,Medical,0, lAboRaToRY teChNICIan ,Married,,,Part Time, lAboRaToRY teChNICIan  -  Research & Development ,0
1033,No,travel_rarely,,Life Sciences,0, LaBOratoRy TECHNICiAn ,,Y,No,Part Time,,Yes
1034,No,travel_rarely,,Technical Degree,1, MAnUfaCTurinG DirectOR ,,,No,Full Time,,1
1035,No,travel_frequently,,Life Sciences,0, sales executiVE ,Single,Y,No,Part Time,,False
1036,Yes,,,Marketing,1, Sales EXEcuTive ,Married,Y,,Part Time,,1
1037,No,,,,0, ReseARCh ScIEntIsT ,divorced,Y,No,Part Time,,Yes
1038,Yes,,,,0, ManUFacTUriNG dirEctOR ,Married,,,Part Time,,True
1039,No,,,,0, SalEs EXeCUtIVe ,,,,,,1
1040,No,,,,1, rESEArch ScIEnTIst ,,,,Full Time,,0
1041,No,,,Marketing,0, saLeS EXeCuTiVe ,Married,,Yes,Part Time,,1
1042,No,travel_rarely,,Life Sciences,0, salES ExEcuTIVE ,Married,Y,No,,,False
1043,No,,,Marketing,1, SaleS ExECUTIvE ,Married,,Yes,Full Time,,1
1044,Yes,travel_rarely,,Life Sciences,1, rEseARch ScIEnTIst ,Single,Y,Yes,Part Time,,1
1045,No,,,Medical,1, labORATory teCHNiCian ,Single,,No,Full Time,,True
1046,No,travel_frequently,,Life Sciences,0, MAnufAcTUrinG dIrEcTOr ,,Y,No,Part Time,,1
1047,No,,,,0, LaBORatOrY TeChNICiaN ,,Y,No,Full Time,,True
1048,No,,,Marketing,1, sALES exEcuTIVe ,Divorced,,No,Part Time,,1
1049,No,, Research & Development ,Life Sciences,1, rEsEaRCh diReCtOR ,,,No,Full Time, rEsEaRCh diReCtOR  -  Research & Development ,Yes
1050,No,,,Marketing,1, SaLEs eXEcUtiVe ,,,No,,,False
1051,Yes,travel_rarely,,,0, SALEs RePREsentAtIVe ,,,No,Full Time,,True
1052,No,,,Life Sciences,1, rEsEarcH sCieNTIsT ,,,,Part Time,,True
1053,No,,,Medical,0, rEseaRCh SCIeNtIST ,,,,Part Time,,1
1054,No,travel_rarely,,,1, hUMaN rESoUrCES ,,Y,No,Part Time,,True
1055,Yes,travel_frequently, Research & Development ,Life Sciences,0, labORAtoRy tEcHNICIAN ,,Y,,Part Time, labORAtoRy tEcHNICIAN  -  Research & Development ,Yes
1056,No,, Sales ,Marketing,0, SAlES exeCutive ,Divorced,Y,No,, SAlES exeCutive  -  Sales ,0
1057,Yes,,,,1, HUMaN RESourcEs ,Married,,No,,,False
1058,No,,,Life Sciences,0, LaBoRatORy TECHNICian ,Single,Y,,,,0
1059,No,travel_rarely, Research & Development ,,0, hEalthCaRe reprEseNTaTiVe ,Married,Y,No,Full Time, hEalthCaRe reprEseNTaTiVe  -  Research & Development ,1
1060,No,,,Life Sciences,0, rEsEarCH SCIeNtist ,,Y,,Full Time,,0
1061,Yes,,,,0, sAleS represENtATIVE ,Married,,,Full Time,,False
1062,No,travel_frequently, Research & Development ,,0, ManufacTURInG DIRECtOR ,Single,Y,,, ManufacTURInG DIRECtOR  -  Research & Development ,True
1063,No,travel_rarely,,Life Sciences,0, HealThcare REpresenTATIve ,Married,,,Part Time,,1
1064,No,travel_frequently,,Life Sciences,0, sales exEcutiVe ,Single,,,Part Time,,True
1065,No,travel_rarely,,Medical,1, LAbORatORy TEcHniCIaN ,Marreid,,,Part Time,,True
1066,No,travel_frequently,,Life Sciences,1, lABoRAToRY tECHNICIaN ,,,No,Full Time,,False
1067,No,,,,0, maNAgEr ,,,,Full Time,,True
1068,Yes,travel_frequently,,Life Sciences,1, reSeaRCh scIEntist ,,Y,No,Part Time,,1
1069,No,,,Life Sciences,0, healTHcARE rEPrEseNtatIve ,Divorced,Y,,,,False
1070,No,travel_rarely,,Life Sciences,0, salES RepREsenTAtIvE ,,Y,Yes,Part Time,,False
1071,No,,,Life Sciences,0, SAleS eXEcUtiVe ,,Y,No,Full Time,,0
1072,No,, Sales ,,0, sAles exEcUtIve ,Marreid,Y,,, sAles exEcUtIve  -  Sales ,True
1073,Yes,travel_rarely,,Medical,0, ManUFaCTuRiNg dIRECTOR ,Married,,,,,0
1074,No,travel_rarely, Research & Development ,,1, reseARCh SCieNTisT ,Married,,,Part Time, reseARCh SCieNTisT  -  Research & Development ,True
1075,No,, Research & Development ,,0, reSEarcH scIENtISt ,,Y,No,Part Time, reSEarcH scIENtISt  -  Research & Development ,1
1076,No,travel_rarely,,Life Sciences,1, SAlES execUtiVe ,Single,Y,No,Part Time,,False
1077,No,travel_rarely,,,1, healthCAre rePReseNTatIVe ,Single,,Yes,Part Time,,True
1078,No,,,,0, rESEarcH SCIEnTist ,Married,,No,,,1
1079,No,,,,0, laBORaTOrY tEChNiCiAn ,,,Yes,Part Time,,False
1080,No,travel_frequently,,,0, HeAlthCaRE REPResenTaTIVE ,,,No,Part Time,,0
1081,No,non-travel,,Other,1, rEsearch ScIeNTisT ,Married,Y,,,,1
1082,No,,,,1, REsEarch SCIenTiST ,Married,Y,No,Full Time,,1
1083,No,travel_frequently,,,0, Sales exeCuTive ,Single,,,,,0
1084,No,travel_rarely,,Life Sciences,1, MaNuFaCTuring dIRECTOr ,Married,,Yes,Part Time,,Yes
1085,No,,,Medical,0, reSEArcH sCiENTisT ,Single,Y,No,Full Time,,0
1086,No,,,,1, mANager ,Married,Y,No,Full Time,,False
1087,No,,,Medical,1, MaNuFaCtUriNG DIrectoR ,,Y,No,Part Time,,True
1088,No,,,,1, MANufActURing DIreCtor ,,,,Part Time,,1
1089,No,travel_frequently,,,0, MAnageR ,,Y,No,Full Time,,1
1090,Yes,,,Medical,0, sales eXecUTIvE ,,Y,Yes,Part Time,,False
1091,No,travel_rarely, Research & Development ,Medical,1, reseArCH scIentISt ,,,,Part Time, reseArCH scIentISt  -  Research & Development ,0
1092,No,,,Medical,0, ReSeARcH SCIentISt ,Single,Y,No,Part Time,,Yes
1093,Yes,travel_rarely,,,0, LABoraTorY TeChNiciaN ,,,Yes,Part Time,,1
1094,No,,,,0, saLeS eXecutIve ,Single,Y,No,Part Time,,1
1095,No,,,Life Sciences,1, heAlTHCARe REpRESentAtiVE ,Married,,No,Part Time,,Yes
1096,No,travel_rarely,,Other,1, reseArCh DIrEcToR ,Married,,,Full Time,,True
1097,No,travel_rarely,,Medical,1, SAles repRESEnTaTivE ,Single,,,Part Time,,True
1098,No,non-travel, Research & Development ,,1, MANuFaCturiNG dIRECTOR ,,,,Part Time, MANuFaCturiNG dIRECTOR  -  Research & Development ,1
1099,No,travel_rarely,,,0, SAleS eXECUTivE ,,Y,,Full Time,,True
1100,No,,,Medical,1, LaBoRAToRY TeCHnIciAN ,Divorced,Y,,,,1
1101,No,travel_rarely,,Life Sciences,1, maNAGeR ,,,,Full Time,,True
1102,No,travel_rarely,,,0, sAlEs REPRESENTATIVe ,,Y,No,,,1
1103,No,travel_rarely,,,0, heALthCARE RepResentAtIvE ,Married,Y,No,Part Time,,False
1104,No,travel_rarely, Human Resources ,,1, HuMan resoUrCes ,,Y,Yes,Part Time, HuMan resoUrCes  -  Human Resources ,False
1105,No,,,Technical Degree,0, ResEARch sCIENTIST ,Divorced,,No,Part Time,,True
1106,Yes,,,Life Sciences,0, sAlEs rEpreSEnTATiVe ,Divorced,,Yes,Part Time,,False
1107,No,,,,0, LAboRATORY TECHNICIaN ,,,No,Part Time,,1
1108,No,travel_frequently,,,0, reSEArCH SCiENTIst ,Married,,,,,Yes
1109,No,,,Life Sciences,0, LABoraTOry TECHniCiaN ,Married,,,Full Time,,0
1110,No,non-travel, Human Resources ,Human Resources,0, huMAn Resources ,Married,,No,, huMAn Resources  -  Human Resources ,False
1111,No,travel_rarely,,Medical,0, lAbOrAtoRY tecHniCian ,,,No,Full Time,,Yes
1112,Yes,,,Marketing,0, SAlES EXEcUTivE ,,,Yes,Part Time,,1
1113,No,,,,1, laboraTory tEcHniciaN ,Single,,No,Part Time,,0
1114,No,,,Medical,0, humaN ReSOurCeS ,Marreid,,No,Part Time,,False
1115,Yes,travel_frequently,,,1, HuMan ResOUrces ,Divorced,Y,No,,,False
1116,No,,,,0, SalEs EXecUTIVE ,,,No,,,Yes
1117,No,,,,1, researcH ScienTist ,,Y,,Full Time,,False
1118,Yes,travel_rarely,,,1, salES rePResEntatIve ,Single,,,Part Time,,1
1119,No,,,,0, HEaLThcarE RePRESeNtativE ,,,Yes,Full Time,,False
1120,No,,,,1, MAnuFaCtUrINg diRECtor ,Married,Y,Yes,Full Time,,True
1121,No,travel_rarely,,,1, sAlES exECuTivE ,,,No,,,True
1122,No,travel_rarely,,,1, MANager ,Married,,No,,,1
1123,No,travel_rarely, Sales ,Marketing,0, Sales EXEcUTiVe ,,,No,Part Time, Sales EXEcUTiVe  -  Sales ,False
1124,No,,,Life Sciences,0, SaLES ExECUTIVe ,,,,Part Time,,False
1125,No,non-travel, Research & Development ,,0, reSEaRCH scIenTisT ,,,No,, reSEaRCH scIenTisT  -  Research & Development ,1
1126,No,travel_rarely,,,0, hEaLThCAre rEPrEsEntAtIve ,Single,Y,,Part Time,,False
1127,No,,,,1, saLES eXeCutive ,,Y,No,Part Time,,False
1128,No,travel_rarely,,Medical,1, rESEARCh scIEntiSt ,,Y,No,,,False
1129,No,, Sales ,,1, sales rEpRESEnTatIve ,,Y,Yes,Full Time, sales rEpRESEnTatIve  -  Sales ,Yes
1130,No,travel_frequently, Research & Development ,Life Sciences,0, reseaRch DIrecTOr ,Married,,,Full Time, reseaRch DIrecTOr  -  Research & Development ,Yes
1131,Yes,travel_rarely,,,0, hUmAN reSOURCEs ,Divorced,,,Part Time,,False
1132,No,travel_rarely,,Life Sciences,1, LAbORatory teChnIcIan ,Single,Y,,Part Time,,False
1133,No,,,Life Sciences,0, huMan RESOuRCEs ,,Y,,Part Time,,True
1134,Yes,travel_rarely, Sales ,Marketing,0, sALeS eXECutivE ,,,Yes,Part Time, sALeS eXECutivE  -  Sales ,1
1135,No,travel_rarely,,,0, resEaRcH SCiEnTIst ,,,,,,True
1136,No,travel_rarely,,,0, RESEArCH ScientIsT ,,,,,,0
1137,No,,,Life Sciences,0, LAboratORY TechNIcIaN ,Single,Y,,Part Time,,Yes
1138,No,,,Other,1, mANUFACtURiNg diREctor ,Marreid,,,Part Time,,False
1139,Yes,non-travel,,Technical Degree,0, ResEaRch scientIst ,,,,Part Time,,True
1140,Yes,travel_rarely,,,0, laBoRaTORY TecHnician ,Single,,No,Part Time,,1
1141,No,,,Marketing,0, sAleS eXeCuTIVE ,,Y,,Full Time,,Yes
1142,No,,,,1, SAles exeCUTIvE ,Divorced,Y,Yes,Part Time,,0
1143,No,,,,1, saLEs ExEcutIve ,Married,,Yes,Full Time,,1
1144,No,travel_rarely,,,1, LabOratory tecHnICian ,Divorced,,No,Full Time,,False
1145,No,travel_frequently,,Medical,0, heAlthCare rePResENtaTIve ,Single,Y,No,Full Time,,Yes
